number,name,position,height,weight,class,hometown
NA,Lawrence Kinnard,F,"6' 8""",NA,SR,NA
NA,Howard Crawford,F,"6' 8""",NA,JR,NA
NA,Terrence Roderick,G,"6' 6""",NA,FR,NA
NA,Reggie Huffman,F,"6' 7""",NA,JR,NA
NA,Aaron Johnson,G,"5' 8""",NA,SO,NA
NA,Ed Berrios,G,"5' 11""",NA,SR,NA
NA,Robert Vaden,G,"6' 5""",NA,SR,NA
NA,Channing Toney,G,"6' 5""",NA,SR,NA
NA,Walter Sharpe,F,"6' 9""",NA,SO,NA
NA,Mike Davis Jr.,,NA,NA,,NA
NA,Jeremy Mayfield,F,"6' 10""",NA,SO,NA
NA,Mike Jones,G,NA,NA,FR,NA
NA,Tyler Marsh,G,"5' 10""",NA,SO,NA
NA,Frank Holmes,F,"6' 9""",NA,SR,NA
NA,Paul Delaney III,,NA,NA,,NA
NA,Cameron Moore,F,"6' 10""",NA,FR,NA
NA,Zisis Sarikopoulos,C,"7' 0""",NA,FR,NA
