number,name,position,height,weight,class,hometown
NA,David Jackson,F,"6' 8""",NA,JR,NA
NA,Magnum Rolle,F,"6' 11""",NA,JR,NA
NA,Kenneth Cooper,,"6' 10""",NA,,NA
NA,Yonas Berhe,G,"6' 0""",NA,FR,NA
NA,Keith Smith,C,"6' 7""",NA,SR,NA
NA,James Loe,G,"5' 10""",NA,SR,NA
NA,Brandon Gibson,G,"6' 5""",NA,FR,NA
NA,Kyle Gibson,G,"6' 4""",NA,JR,NA
NA,Anson Bartlett,G,"6' 3""",NA,FR,NA
NA,Shawn Oliverson,C,"6' 10""",NA,SO,NA
NA,Dwayne Lathan,G,"6' 3""",NA,FR,NA
NA,Olu Ashaolu,F,"6' 7""",NA,FR,NA
NA,Orren Tims,F,"6' 5""",NA,FR,NA
NA,Brandon Mims,F,"6' 8""",NA,FR,NA
NA,Jamel Guyton,G,"6' 3""",NA,JR,NA
NA,Drew Washington,G,"6' 2""",NA,JR,NA
NA,Adrian Rogers,F,"6' 7""",NA,SR,NA
