number,name,position,height,weight,class,hometown
NA,David Padgett,C,"6' 11""",NA,SR,NA
NA,Andre McGee,G,"5' 11""",NA,SR,NA
NA,Terrence Williams,F,"6' 6""",NA,SR,NA
NA,Terrence Jennings,F,"6' 10""",NA,FR,NA
NA,Kyle Kuric,G,"6' 4""",NA,FR,NA
NA,Samardo Samuels,F,"6' 9""",NA,FR,NA
NA,Jared Swopshire,F,"6' 8""",NA,FR,NA
NA,Lee Steiden,G,"6' 4""",NA,SO,NA
NA,Josh Chichester,,NA,NA,FR,NA
NA,Derrick Caracter,F,"6' 9""",NA,SO,NA
NA,Jerry Smith,G,"6' 3""",NA,JR,NA
NA,Stuart Miller,G,"6' 0""",NA,SO,NA
NA,Earl Clark,F,"6' 9""",NA,JR,NA
NA,Edgar Sosa,G,"6' 2""",NA,JR,NA
NA,Preston Knowles,G,"6' 1""",NA,SO,NA
NA,George Goode,F,"6' 8""",NA,FR,NA
NA,Juan Palacios,F,"6' 8""",NA,SR,NA
NA,Will Scott,G,"6' 4""",NA,SR,NA
NA,Reginald Delk,G,"6' 4""",NA,JR,NA
NA,Chris Brickley,,NA,NA,JR,NA
NA,Chris Brickley,,NA,NA,JR,NA
NA,Terrance Farley,C,"6' 10""",NA,SR,NA
