number,name,position,height,weight,class,hometown
NA,Drew Rodriguez,G,"6' 1""",NA,FR,NA
NA,Jay Shunnar,G,"6' 1""",NA,FR,NA
NA,Ian  Salter,-,"6' 10""",NA,FR,NA
NA,Larry Bastfield,G,"5' 11""",NA,FR,NA
NA,Zac Taylor,C,"6' 9""",NA,FR,NA
NA,Emeka Okafor Jr.,,"6' 7""",NA,,NA
NA,Jonathan Amos,G,"6' 4""",NA,SR,NA
NA,Ridley Johnson,G,"6' 4""",NA,SR,NA
NA,Anthony Byrd,G,"6' 1""",NA,SR,NA
NA,Terrance Tubbs,F,"6' 5""",NA,FR,NA
NA,Corey Bingham,G,"6' 3""",NA,FR,NA
NA,Mouhamed Lo,F,"6' 8""",NA,SO,NA
NA,Justin Anyijong,F,"6' 9""",NA,SO,NA
NA,Tyrone Kent,G,"6' 5""",NA,SR,NA
NA,Cory Clayton,,NA,NA,FR,NA
NA,Clayton Sterling,G,"6' 1""",NA,FR,NA
NA,Jerrah Young,F,"6' 7""",NA,SR,NA
NA,Nate Florence,,NA,NA,FR,NA
NA,Ian  Salter,-,"6' 10""",NA,FR,NA
