number,name,position,height,weight,class,hometown
NA,Kareem Nitoto,G,"6' 1""",NA,SO,NA
NA,Beau Albrechtson,G,"6' 4""",NA,FR,NA
NA,Adam Jespersen,F,"6' 7""",NA,FR,NA
NA,Lasha Parghalava,G,"6' 3""",NA,JR,NA
NA,Brandon Adams,F,"6' 7""",NA,JR,NA
NA,Bobby Nash,G,"6' 6""",NA,SR,NA
NA,Jared Dillinger,G,"6' 5""",NA,SR,NA
NA,Paul Campbell,C,"6' 10""",NA,JR,NA
NA,Adhar Mayen,F,"6' 8""",NA,JR,NA
NA,Conrad Fitzgerald,G,"6' 4""",NA,FR,NA
NA,Riley Luettgerodt,G,"6' 5""",NA,SR,NA
NA,Alex Veit,F,"6' 8""",NA,SR,NA
NA,Hiram Thompson,G,"6' 3""",NA,SO,NA
NA,Roderick Flemings,F,"6' 7""",NA,JR,NA
NA,Bill Amis,F,"6' 9""",NA,JR,NA
NA,Ji Xiang,F,"6' 10""",NA,FR,NA
NA,Stephen Verwers,C,"6' 11""",NA,SR,NA
NA,Matt Gibson,G,"6' 5""",NA,SR,NA
NA,Petras Balocka,C,"6' 8""",NA,JR,NA
NA,Leroy Lutu,G,"6' 3""",NA,FR,NA
NA,P.J. Owsley,F,"6' 8""",NA,SR,NA
