number,name,position,height,weight,class,hometown
NA,Maarty Leunen,F,"6' 9""",NA,SR,NA
NA,Bryce Taylor,G,"6' 5""",NA,SR,NA
NA,Malik Hairston,G,"6' 6""",NA,SR,NA
NA,Ben Voogd,G,"6' 1""",NA,JR,NA
NA,Ray Schafer,C,"7' 0""",NA,SR,NA
NA,Mitch Platt,F,"6' 10""",NA,SR,NA
NA,Tajuan Porter,G,"5' 6""",NA,JR,NA
NA,Frantz Dorsainvil,,NA,NA,,NA
NA,Drew Viney,F,"6' 8""",NA,FR,NA
NA,Kamyron Brown,G,"6' 2""",NA,SO,NA
NA,Teondre Williams,G,"6' 4""",NA,FR,NA
NA,Matt Humphrey,G,"6' 6""",NA,FR,NA
NA,Drew Wiley,G,"6' 7""",NA,FR,NA
NA,Michael Dunigan,C,"6' 10""",NA,FR,NA
NA,Josh Crittle,C,"6' 9""",NA,FR,NA
NA,Nicholas Fearn,G,"6' 1""",NA,FR,NA
NA,John Elorriaga,G,"6' 2""",NA,FR,NA
NA,Churchill Odia,G,"6' 6""",NA,SR,NA
NA,Garrett Sim,G,"6' 2""",NA,FR,NA
NA,LeKendric Longmire,,"6' 5""",NA,SO,NA
NA,Joevan Catron,F,"6' 6""",NA,JR,NA
NA,LeKendric Longmire,,"6' 5""",NA,SO,NA
