number,name,position,height,weight,class,hometown
NA,Wesley Clemmons,G,"6' 3""",NA,SR,NA
NA,Matt Shaw,F,"6' 7""",NA,SR,NA
NA,Tony Boyle,F,"6' 8""",NA,SR,NA
NA,Torres Roundtree,G,"6' 4""",NA,FR,NA
NA,Ryan Hare,G,"6' 4""",NA,FR,NA
NA,Kevin Dillard,G,"6' 0""",NA,FR,NA
NA,Justin Bocot,G,"6' 4""",NA,SO,NA
NA,Anthony Booker,F,"6' 9""",NA,FR,NA
NA,Brandon Allen,G,"6' 3""",NA,JR,NA
NA,Bryan Mullins,G,"6' 1""",NA,SR,NA
NA,Jordan Armstrong,F,"6' 6""",NA,SO,NA
NA,Christian Cornelius,F,"6' 7""",NA,JR,NA
NA,Tyrone Green,G,"6' 3""",NA,SR,NA
NA,Randal Falker,F,"6' 7""",NA,SR,NA
NA,Carlton Fay,F,"6' 8""",NA,SO,NA
NA,Nick Evans,C,"6' 11""",NA,FR,NA
NA,Brandon Wood,G,"6' 2""",NA,FR,NA
NA,Josh Bone,G,"6' 3""",NA,SO,NA
NA,Dion Coopwood,G,"5' 11""",NA,SR,NA
