game_id,away,home,away_rank,home_rank,away_score,home_score,date
401482851,San Diego State,Utah State,25,NA,NA,NA,2023-02-08
401482853,UNLV,Wyoming,NA,NA,NA,NA,2023-02-08
401492733,Tulsa,Houston,NA,2,42,80,2023-02-08
401484603,Florida,Alabama,NA,3,69,97,2023-02-08
401484602,Tennessee,Vanderbilt,6,NA,65,66,2023-02-08
401493427,Iowa State,West Virginia,11,NA,71,76,2023-02-08
401493429,Oklahoma,Baylor,NA,14,72,82,2023-02-08
401485255,Georgetown,Providence,NA,20,62,74,2023-02-08
401485254,Creighton,Seton Hall,23,NA,75,62,2023-02-08
401490560,Loyola Maryland,Army,NA,NA,70,76,2023-02-08
401469931,Hofstra,Northeastern,NA,NA,72,53,2023-02-08
401484942,Nebraska,Michigan,NA,NA,72,93,2023-02-08
401480429,Winthrop,UNC Asheville,NA,NA,79,86,2023-02-08
401469932,Monmouth,Stony Brook,NA,NA,61,54,2023-02-08
401497516,Central Connecticut,Hartford,NA,NA,82,73,2023-02-08
401492732,Memphis,South Florida,NA,NA,99,81,2023-02-08
401491286,Lehigh,Colgate,NA,NA,53,81,2023-02-08
401490539,American University,Boston University,NA,NA,54,60,2023-02-08
401490207,Belmont,Missouri State,NA,NA,59,61,2023-02-08
401490206,Valparaiso,Indiana State,NA,NA,62,84,2023-02-08
401488483,Syracuse,Florida State,NA,NA,76,67,2023-02-08
401488482,Notre Dame,Georgia Tech,NA,NA,68,70,2023-02-08
401488481,Boston College,Virginia Tech,NA,NA,82,76,2023-02-08
401488317,Vermont,Maine,NA,NA,74,65,2023-02-08
401488316,NJIT,UMBC,NA,NA,63,72,2023-02-08
401488315,Bryant,Albany,NA,NA,87,62,2023-02-08
401488314,Binghamton,New Hampshire,NA,NA,66,64,2023-02-08
401488136,Bucknell,Navy,NA,NA,65,71,2023-02-08
401484476,Richmond,George Washington,NA,NA,105,107,2023-02-08
401484475,UMass,Fordham,NA,NA,67,77,2023-02-08
401484474,La Salle,St. Bonaventure,NA,NA,76,70,2023-02-08
401484473,George Mason,Duquesne,NA,NA,52,75,2023-02-08
401480428,Presbyterian,Longwood,NA,NA,46,66,2023-02-08
401480426,Charleston Southern,South Carolina Upstate,NA,NA,60,77,2023-02-08
401480425,High Point,Campbell,NA,NA,66,82,2023-02-08
401479781,Western Carolina,Wofford,NA,NA,95,91,2023-02-08
401479780,Samford,Mercer,NA,NA,70,69,2023-02-08
401479778,Furman,VMI,NA,NA,94,63,2023-02-08
401479777,The Citadel,Chattanooga,NA,NA,63,82,2023-02-08
401470051,IUPUI,Wright State,NA,NA,71,103,2023-02-08
401469936,UNC Wilmington,Charleston,NA,NA,61,93,2023-02-08
401469935,Elon,North Carolina A&T,NA,NA,61,66,2023-02-08
401469934,Hampton,Towson,NA,NA,72,86,2023-02-08
401469933,Drexel,Delaware,NA,NA,58,54,2023-02-08
401493428,Texas Tech,Oklahoma State,NA,NA,68,71,2023-02-08
401492735,UCF,Wichita State,NA,NA,72,67,2023-02-08
401492734,Temple,SMU,NA,NA,71,72,2023-02-08
401490209,UIC,Southern Illinois,NA,NA,66,68,2023-02-08
401490208,Northern Iowa,Evansville,NA,NA,59,71,2023-02-08
401490205,Bradley,Illinois State,NA,NA,79,61,2023-02-08
401481122,California Baptist,Utah Valley,NA,NA,55,71,2023-02-08
401485256,DePaul,Villanova,NA,NA,65,81,2023-02-08
401484941,Wisconsin,Penn State,NA,NA,79,74,2023-02-08
401484604,LSU,Mississippi State,NA,NA,53,64,2023-02-08
401484477,Saint Joseph's,Loyola Chicago,NA,NA,83,71,2023-02-08
401481124,New Mexico State,Grand Canyon,NA,NA,67,78,2023-02-08
401481121,Utah Tech,Seattle U,NA,NA,71,75,2023-02-08
