player_id,player,MIN,FGM,FGA,3PTM,3PTA,FTM,FTA,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,team,opponent,home,starter,date,location
5107173,D. Wolf,36,5,15,1,4,7,11,7,6,13,4,1,1,3,3,18,Michigan,Michigan State,FALSE,TRUE,2025-03-09,A
4700818,V. Goldin,31,9,12,0,1,11,14,1,5,6,1,3,1,4,3,29,Michigan,Michigan State,FALSE,TRUE,2025-03-09,A
4837356,T. Donaldson,22,1,5,0,4,0,0,0,1,1,3,0,0,2,0,2,Michigan,Michigan State,FALSE,TRUE,2025-03-09,A
4433138,N. Burnett,28,2,6,1,4,0,0,0,4,4,0,1,0,4,3,5,Michigan,Michigan State,FALSE,TRUE,2025-03-09,A
4432430,R. Jones,25,1,5,1,5,0,0,0,1,1,0,2,0,1,3,3,Michigan,Michigan State,FALSE,TRUE,2025-03-09,A
4684596,W. Tschetter,10,0,4,0,4,0,0,0,0,0,0,0,0,0,4,0,Michigan,Michigan State,FALSE,FALSE,2025-03-09,A
5239560,P. Brooks,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Michigan,Michigan State,FALSE,FALSE,2025-03-09,A
5214641,L.J. Cason,17,1,4,0,1,0,0,0,0,0,1,1,0,1,3,2,Michigan,Michigan State,FALSE,FALSE,2025-03-09,A
5196370,J. Pippen,5,0,1,0,1,2,2,0,0,0,1,1,0,0,1,2,Michigan,Michigan State,FALSE,FALSE,2025-03-09,A
5105836,R. Gayle Jr.,23,0,0,0,0,1,2,0,0,0,0,0,0,0,4,1,Michigan,Michigan State,FALSE,FALSE,2025-03-09,A
NA,TEAM,NA,19,52,3,24,21,29,9,21,30,10,9,2,15,24,62,Michigan,Michigan State,FALSE,FALSE,2025-03-09,A
