game_id,away,home,away_rank,home_rank,away_score,home_score,date
401268224,Stephen F. Austin,Baylor,NA,2,52,83,2020-12-09
401268090,Rhode Island,Wisconsin,NA,13,62,73,2020-12-09
401260962,Texas State,Texas,NA,13,53,74,2020-12-09
401259562,Abilene Christian,Texas Tech,NA,17,44,51,2020-12-09
401260702,Northern Iowa,Richmond,NA,19,68,78,2020-12-09
401256101,Indiana,Florida State,NA,20,67,69,2020-12-09
401268085,Mars Hill,Radford,NA,NA,50,98,2020-12-09
401264433,New Orleans,Campbell,NA,NA,70,79,2020-12-09
401258897,Chicago State,Loyola Chicago,NA,NA,51,88,2020-12-09
401262131,Bryant,St. Francis (BKN),NA,NA,91,93,2020-12-09
401262130,Central Connecticut,Fairleigh Dickinson,NA,NA,71,79,2020-12-09
401262081,Furman,Cincinnati,NA,NA,73,78,2020-12-09
401256103,Maryland,Clemson,NA,NA,51,67,2020-12-09
401253911,Providence,TCU,NA,NA,79,70,2020-12-09
401266894,Western Illinois,Miami (OH),NA,NA,57,67,2020-12-09
401268513,Toledo,Michigan,NA,NA,71,91,2020-12-09
401262110,Transylvania,Morehead State,NA,NA,55,77,2020-12-09
401268225,Point Park,Youngstown State,NA,NA,52,72,2020-12-09
401264639,Adrian College,Eastern Michigan,NA,NA,35,95,2020-12-09
401264387,Florida National,Jacksonville,NA,NA,69,78,2020-12-09
401263463,CSU Bakersfield,Arizona,NA,NA,60,85,2020-12-09
401262284,North Carolina A&T,VCU,NA,NA,59,95,2020-12-09
401262155,St. Andrews,UNC Wilmington,NA,NA,66,116,2020-12-09
401262089,Carver College,The Citadel,NA,NA,51,102,2020-12-09
401260044,Stony Brook,Hofstra,NA,NA,67,72,2020-12-09
401259573,SIU Edwardsville,Valparaiso,NA,NA,58,80,2020-12-09
401259296,Marshall,Charleston,NA,NA,84,72,2020-12-09
401259034,Eastern Illinois,Evansville,NA,NA,65,68,2020-12-09
401258891,Arkansas-Pine Bluff,Arkansas State,NA,NA,75,74,2020-12-09
401257059,Lamar,UL Monroe,NA,NA,63,60,2020-12-09
401254104,Chattanooga,Bellarmine,NA,NA,77,68,2020-12-09
401256100,Georgia Tech,Nebraska,NA,NA,75,64,2020-12-09
401255053,SE Louisiana,Louisiana Tech,NA,NA,69,78,2020-12-09
401254700,Tuskegee,UAB,NA,NA,64,89,2020-12-09
401268591,Arlington Baptist,Tarleton,NA,NA,43,84,2020-12-09
401268102,Southern,Arkansas,NA,NA,44,79,2020-12-09
401264526,Fresno Pacific,San Jos̩ St,NA,NA,79,87,2020-12-09
401264469,McKendree,Drake,NA,NA,66,90,2020-12-09
401261654,Southern Utah,Utah Valley,NA,NA,81,71,2020-12-09
401261578,Southern Miss,Tulane,NA,NA,38,58,2020-12-09
401258417,Southeast Missouri State,Lipscomb,NA,NA,74,80,2020-12-09
401254061,Oklahoma,Xavier,NA,NA,77,99,2020-12-09
401258864,Liberty,Missouri,NA,NA,60,69,2020-12-09
401268567,Colorado Christian,Northern Colorado,NA,NA,62,87,2020-12-09
401266957,Santa Clara,Cal Poly,NA,NA,76,69,2020-12-09
401263078,California,Pepperdine,NA,NA,62,74,2020-12-09
401262398,Idaho,Washington State,NA,NA,58,61,2020-12-09
401262108,San Diego,UCLA,NA,NA,56,83,2020-12-09
401261636,Boise State,BYU,NA,NA,74,70,2020-12-09
401260163,Denver,Wyoming,NA,NA,61,83,2020-12-09
401256106,Pittsburgh,Northwestern,NA,NA,71,70,2020-12-09
401268062,Florida A&M,Oregon,NA,NA,66,87,2020-12-09
401259580,Seattle U,Washington,NA,NA,41,73,2020-12-09
