date,game_id,home,away
2015-11-20,400809338,Tulsa,Ohio
2015-11-20,400809339,Norfolk State,Indiana State
2015-11-20,400809340,Florida State,Hofstra
2015-11-20,400809341,South Carolina,DePaul
2015-11-20,400809399,Michigan,Xavier
2015-11-20,400813764,Kansas State,South Dakota
2015-11-20,400814241,Auburn,Georgia Southern
2015-11-20,400814247,Kentucky,Wright State
2015-11-20,400817121,Utah State,Union (TN)
2015-11-20,400817477,Sacramento State,Holy Names
2015-11-20,400817515,Northwestern,Columbia
2015-11-20,400817525,Ohio State,UT Arlington
2015-11-20,400817665,Duquesne,Penn State
2015-11-20,400818880,Oregon,Savannah St
2015-11-20,400818910,Washington State,Idaho State
2015-11-20,400820710,Maryland,Rider
2015-11-20,400827728,VCU,Duke
2015-11-20,400827729,Radford,Siena
2015-11-20,400827730,Bryant,Prairie View A&M
2015-11-20,400827781,Villanova,East Tennessee State
2015-11-20,400827782,Arkansas,Charleston Southern
2015-11-20,400830158,BYU,Adams State
2015-11-20,400830522,Miami (OH),Lipscomb
2015-11-20,400830545,Colorado,Portland
2015-11-20,400830667,Alabama,Louisiana
2015-11-20,400830769,Georgia,Murray State
2015-11-20,400830911,West Virginia,Stetson
2015-11-20,400831582,Baylor,Jackson State
2015-11-20,400833106,Iona,Delaware
2015-11-20,400833131,Hampton,Appalachian State
2015-11-20,400833348,James Madison,Florida International
2015-11-20,400839212,Pittsburgh,Detroit Mercy
2015-11-20,400839317,Michigan State,Arkansas-Pine Bluff
2015-11-20,400839717,California,East Carolina
2015-11-20,400839976,CSU Bakersfield,Fresno Pacific
2015-11-20,400840132,Jacksonville,Florida College
2015-11-20,400841246,Northeastern,Florida Atlantic
2015-11-20,400841850,Eastern Kentucky,Ball State
2015-11-20,400841933,Eastern Michigan,Siena Heights
2015-11-20,400843735,Longwood,South Carolina State
2015-11-20,400844213,Montana State,San José St
2015-11-20,400846729,UT Martin,Oral Roberts
2015-11-20,400846785,Utah Valley,Antelope Valley
2015-11-20,400847200,Milwaukee,Trinity Intl
2015-11-20,400852988,Northern Arizona,Embry-Riddle
2015-11-20,400853172,Oklahoma State,George Mason
2015-11-20,400853173,Towson,Ole Miss
2015-11-20,400853174,Butler,Temple
2015-11-20,400853175,Missouri State,Minnesota
2015-11-20,400853182,Texas Tech,Mississippi State
2015-11-20,400853183,Utah,Miami
2015-11-20,400853216,Bradley,Seton Hall
2015-11-20,400853217,Virginia,Long Beach State
