game_id,date,opponent,location,team_score,opp_score,record
400988191,2017-11-10,Oregon State,A,82,99,0-1 (0-0)
400991228,2017-11-12,Boise State,A,69,90,0-2 (0-0)
400991235,2017-11-16,San José St,H,81,69,1-2 (0-0)
400991241,2017-11-21,Benedictine AZ,H,85,68,2-2 (0-0)
400991245,2017-11-25,UNLV,A,82,101,2-3 (0-0)
400986957,2017-11-29,Pepperdine,A,88,82,3-3 (0-0)
400991251,2017-12-02,San Diego Christian,H,87,68,4-3 (0-0)
400991255,2017-12-06,Long Beach State,H,94,89,5-3 (0-0)
400986423,2017-12-09,Michigan State,A,63,88,5-4 (0-0)
400990171,2017-12-16,Central Michigan,H,86,80,6-4 (0-0)
400986446,2017-12-19,Iowa,A,64,92,6-5 (0-0)
400991266,2017-12-28,Montana State,H,99,104,6-6 (0-1)
400991272,2017-12-30,Montana,H,49,79,6-7 (0-2)
400991281,2018-01-04,Idaho State,A,78,93,6-8 (0-3)
400991286,2018-01-06,Weber State,A,76,92,6-9 (0-4)
400991296,2018-01-13,Northern Arizona,H,81,75,7-9 (1-4)
400991301,2018-01-18,Idaho,H,76,80,7-10 (1-5)
400991305,2018-01-20,Eastern Washington,H,66,62,8-10 (2-5)
400991309,2018-01-25,Montana,A,47,71,8-11 (2-6)
400991312,2018-01-27,Montana State,A,66,69,8-12 (2-7)
400991322,2018-02-01,Weber State,H,80,90,8-13 (2-8)
400991329,2018-02-03,Idaho State,H,84,80,9-13 (3-8)
400991337,2018-02-10,Northern Arizona,A,63,54,10-13 (4-8)
400991344,2018-02-15,North Dakota,A,57,61,10-14 (4-9)
400991349,2018-02-17,Northern Colorado,A,80,97,10-15 (4-10)
400991355,2018-02-22,Portland State,H,91,96,10-16 (4-11)
400991361,2018-02-24,Sacramento State,H,77,74,11-16 (5-11)
400991365,2018-03-01,Eastern Washington,A,51,74,11-17 (5-12)
400991370,2018-03-03,Idaho,A,76,78,11-18 (5-13)
401020740,2018-03-06,Idaho State,N,76,68,12-18 (5-13)
401020736,2018-03-08,Idaho,N,92,78,13-18 (5-13)
401020733,2018-03-09,Eastern Washington,N,70,82,13-19 (5-13)
