game_id,date,opponent,location,team_score,opp_score,record
400988413,2017-11-10,Columbia,H,75,60,1-0 (0-0)
400988423,2017-11-14,Nicholls,H,113,77,2-0 (0-0)
400988425,2017-11-17,Lafayette,N,104,57,3-0 (0-0)
400988492,2017-11-22,Western Kentucky,N,66,58,4-0 (0-0)
401000100,2017-11-23,Tennessee,N,85,76,5-0 (0-0)
401002169,2017-11-24,Northern Iowa,N,64,50,6-0 (0-0)
400988503,2017-11-29,Pennsylvania,H,90,62,7-0 (0-0)
400988510,2017-12-02,Saint Joseph's,A,94,53,8-0 (0-0)
400986882,2017-12-05,Gonzaga,N,88,72,9-0 (0-0)
400988524,2017-12-10,La Salle,H,77,68,10-0 (0-0)
400988008,2017-12-13,Temple,A,87,67,11-0 (0-0)
400988543,2017-12-22,Hofstra,N,95,71,12-0 (0-0)
400988548,2017-12-27,DePaul,A,103,85,13-0 (1-0)
400988553,2017-12-30,Butler,A,93,101,13-1 (1-1)
400988565,2018-01-06,Marquette,H,100,90,14-1 (2-1)
400988569,2018-01-10,Xavier,H,89,65,15-1 (3-1)
400988574,2018-01-13,St. John's,A,78,71,16-1 (4-1)
400988577,2018-01-17,Georgetown,A,88,56,17-1 (5-1)
400988073,2018-01-20,UConn,A,81,61,18-1 (5-1)
400988584,2018-01-23,Providence,H,89,69,19-1 (6-1)
400988590,2018-01-28,Marquette,A,85,82,20-1 (7-1)
400988595,2018-02-01,Creighton,H,98,78,21-1 (8-1)
400988599,2018-02-04,Seton Hall,H,92,76,22-1 (9-1)
400988603,2018-02-07,St. John's,H,75,79,22-2 (9-2)
400988606,2018-02-10,Butler,H,86,75,23-2 (10-2)
400988612,2018-02-14,Providence,A,71,76,23-3 (10-3)
400988616,2018-02-17,Xavier,A,95,79,24-3 (11-3)
400988623,2018-02-21,DePaul,H,93,62,25-3 (12-3)
400988627,2018-02-24,Creighton,A,83,89,25-4 (12-4)
400988631,2018-02-28,Seton Hall,A,69,68,26-4 (13-4)
400988637,2018-03-03,Georgetown,H,97,73,27-4 (14-4)
401020067,2018-03-08,Marquette,N,94,70,28-4 (14-4)
401020070,2018-03-09,Butler,N,87,68,29-4 (14-4)
401020071,2018-03-10,Providence,N,76,66,30-4 (14-4)
401025816,2018-03-15,Radford,N,87,61,31-4 (14-4)
401025862,2018-03-17,Alabama,N,81,58,32-4 (14-4)
401025879,2018-03-23,West Virginia,N,90,78,33-4 (14-4)
401025883,2018-03-25,Texas Tech,N,71,59,34-4 (14-4)
401025886,2018-03-31,Kansas,N,95,79,35-4 (14-4)
401025888,2018-04-02,Michigan,N,79,62,36-4 (14-4)
