player,position,MIN,FGM,FGA,3PTM,3PTA,FTM,FTA,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,starter,date,opponent,location
K. Boone,F,41,8,13,0,0,6,11,4,11,15,0,1,5,0,4,22,TRUE,2021-02-06,Texas,H
B. Williams,G,32,2,7,0,3,2,2,0,3,3,0,0,3,3,3,6,TRUE,2021-02-06,Texas,H
A. Anderson III,G,44,4,13,0,2,8,9,2,8,10,1,2,0,7,4,16,TRUE,2021-02-06,Texas,H
C. Cunningham,G,41,5,22,3,5,6,6,1,7,8,2,2,1,6,4,19,TRUE,2021-02-06,Texas,H
I. Likekele,G,46,1,6,0,0,0,2,2,6,8,1,1,0,2,3,2,TRUE,2021-02-06,Texas,H
B. Kouma,F,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,2021-02-06,Texas,H
R. Walker,G,22,2,3,0,0,0,1,0,2,2,0,2,0,3,1,4,FALSE,2021-02-06,Texas,H
K. Boone,G,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,2021-02-06,Texas,H
F. Flavors Jr.,G,19,2,4,2,3,0,0,0,0,0,0,0,0,0,0,6,FALSE,2021-02-06,Texas,H
TEAM,NA,NA,24,68,5,13,22,31,15,38,53,4,8,9,22,19,75,FALSE,2021-02-06,Texas,H
