game_id,away,home,away_rank,home_rank,away_score,home_score,date
401403489,San Francisco,   Gonzaga,NA,1,71,81,2022-03-07
401403490,Santa Clara,   Saint Mary's,NA,17,72,75,2022-03-07
401408175,Delaware,  Towson,NA,NA,56,69,2022-03-07
401408167,South Dakota,  South Dakota State,NA,NA,60,83,2022-03-07
401405866,Wright State,  Cleveland State,NA,NA,67,82,2022-03-07
401403482,Louisiana,  Georgia State,NA,NA,71,80,2022-03-07
401403331,Furman,  Chattanooga,NA,NA,63,64,2022-03-07
401408176,Charleston,  UNC Wilmington,NA,NA,57,60,2022-03-07
401408168,Oral Roberts,  North Dakota State,NA,NA,72,92,2022-03-07
401405867,Northern Kentucky,  Purdue Fort Wayne,NA,NA,43,57,2022-03-07
