play_id,half,time_remaining_half,secs_remaining,secs_remaining_absolute,description,home_score,away_score,score_diff,play_length,win_prob,naive_win_prob,home,away,home_time_out_remaining,away_time_out_remaining,home_favored_by,game_id,date
1,1,20:00,2400,2700,PLAY,0,0,0,29,0.5716964123840035,0.5,Saint Peter's,Wagner,4,4,1.8,401172089,2019-11-20
2,1,19:31,2371,2671,Patrick Szpir Turnover.,0,0,0,17,0.5714894333607443,0.5,Saint Peter's,Wagner,4,4,1.8,401172089,2019-11-20
3,1,19:14,2354,2654,Derrick Woods Turnover.,0,0,0,22,0.5713647120111424,0.5,Saint Peter's,Wagner,4,4,1.8,401172089,2019-11-20
4,1,18:52,2332,2632,Patrick Szpir missed Jumper.,0,0,0,8,0.571199472475544,0.5,Saint Peter's,Wagner,4,4,1.8,401172089,2019-11-20
5,1,18:44,2324,2624,Elijah Ford Offensive Rebound.,0,0,0,1,0.5711382898385953,0.5,Saint Peter's,Wagner,4,4,1.8,401172089,2019-11-20
6,1,18:43,2323,2623,Elijah Ford missed Layup.,0,0,0,0,0.5711306003652395,0.5,Saint Peter's,Wagner,4,4,1.8,401172089,2019-11-20
7,1,18:43,2323,2623,Nazeer Bostick Defensive Rebound.,0,0,0,0,0.5711306003652395,0.5,Saint Peter's,Wagner,4,4,1.8,401172089,2019-11-20
8,1,18:43,2323,2623,Foul on Patrick Szpir.,0,0,0,0,0.5711306003652395,0.5,Saint Peter's,Wagner,4,4,1.8,401172089,2019-11-20
9,1,18:43,2323,2623,Derrick Woods made Free Throw.,1,0,1,0,0.5934098607977973,0.5228875473071123,Saint Peter's,Wagner,4,4,1.8,401172089,2019-11-20
10,1,18:43,2323,2623,Derrick Woods made Free Throw.,2,0,2,19,0.6153113015507549,0.5456793799013266,Saint Peter's,Wagner,4,4,1.8,401172089,2019-11-20
11,1,18:24,2304,2604,Curtis Cobb III missed Three Point Jumper.,2,0,2,4,0.6155687180349358,0.5460986569417104,Saint Peter's,Wagner,4,4,1.8,401172089,2019-11-20
12,1,18:20,2300,2600,Derrick Woods Defensive Rebound.,2,0,2,9,0.615622962059193,0.5461874184583804,Saint Peter's,Wagner,4,4,1.8,401172089,2019-11-20
13,1,18:11,2291,2591,Nazeer Bostick made Three Point Jumper. Assisted by Derrick Woods.,5,0,5,28,0.6793215624626516,0.6142506064108992,Saint Peter's,Wagner,4,4,1.8,401172089,2019-11-20
14,1,17:43,2263,2563,Curtis Cobb III made Three Point Jumper. Assisted by Alex Morales.,5,3,2,17,0.6161246287722352,0.5470157879854802,Saint Peter's,Wagner,4,4,1.8,401172089,2019-11-20
15,1,17:26,2246,2546,Nazeer Bostick Turnover.,5,3,2,18,0.6163545244256218,0.5474003565203939,Saint Peter's,Wagner,4,4,1.8,401172089,2019-11-20
16,1,17:08,2228,2528,Curtis Cobb III made Jumper. Assisted by Alex Morales.,5,5,0,28,0.5703559917073958,0.5,Saint Peter's,Wagner,4,4,1.8,401172089,2019-11-20
17,1,16:40,2200,2500,Foul on Chase Freeman.,5,5,0,4,0.5701101684719584,0.5,Saint Peter's,Wagner,4,4,1.8,401172089,2019-11-20
18,1,16:36,2196,2496,Doug Edert missed Three Point Jumper.,5,5,0,3,0.5700743670142217,0.5,Saint Peter's,Wagner,4,4,1.8,401172089,2019-11-20
19,1,16:33,2193,2493,Ja'Mier Fletcher Defensive Rebound.,5,5,0,17,0.5700474022420124,0.5,Saint Peter's,Wagner,4,4,1.8,401172089,2019-11-20
20,1,16:16,2176,2476,Curtis Cobb III made Three Point Jumper. Assisted by Chase Freeman.,5,8,-3,24,0.49661136730156374,0.4267879808218812,Saint Peter's,Wagner,4,4,1.8,401172089,2019-11-20
21,1,15:52,2152,2452,Foul on Ja'Mier Fletcher.,5,8,-3,0,0.49554192343109005,0.4259648273179891,Saint Peter's,Wagner,4,4,1.8,401172089,2019-11-20
22,1,15:52,2152,2452,Official TV Timeout,5,8,-3,0,0.49554192343109005,0.4259648273179891,Saint Peter's,Wagner,4,4,1.8,401172089,2019-11-20
23,1,15:52,2152,2452,Aaron Estrada Turnover.,5,8,-3,5,0.49554192343109005,0.4259648273179891,Saint Peter's,Wagner,4,4,1.8,401172089,2019-11-20
24,1,15:47,2147,2447,Alex Morales Turnover.,5,8,-3,6,0.49531752513664995,0.42579256894767775,Saint Peter's,Wagner,4,4,1.8,401172089,2019-11-20
25,1,15:41,2141,2441,Derrick Woods Turnover.,5,8,-3,12,0.4950474959710201,0.42558548116383255,Saint Peter's,Wagner,4,4,1.8,401172089,2019-11-20
26,1,15:29,2129,2429,Alex Morales missed Jumper.,5,8,-3,2,0.49450494514709076,0.4251700286336206,Saint Peter's,Wagner,4,4,1.8,401172089,2019-11-20
27,1,15:27,2127,2427,Saint Peter's Defensive Rebound.,5,8,-3,26,0.4944141930801613,0.4251006164256106,Saint Peter's,Wagner,4,4,1.8,401172089,2019-11-20
28,1,15:01,2101,2401,Doug Edert missed Layup.,5,8,-3,1,0.49322571709990015,0.42419359635816944,Saint Peter's,Wagner,4,4,1.8,401172089,2019-11-20
29,1,15:00,2100,2400,Saint Peter's Offensive Rebound.,5,8,-3,0,0.49317967850796773,0.42415853169161377,Saint Peter's,Wagner,4,4,1.8,401172089,2019-11-20
30,1,15:00,2100,2400,Foul on Ja'Mier Fletcher.,5,8,-3,15,0.49317967850796773,0.42415853169161377,Saint Peter's,Wagner,4,4,1.8,401172089,2019-11-20
31,1,14:45,2085,2385,Derrick Woods Turnover.,5,8,-3,1,0.4924861155143017,0.42363088582115915,Saint Peter's,Wagner,4,4,1.8,401172089,2019-11-20
32,1,14:44,2084,2384,Foul on Fouseeyni Drame.,5,8,-3,22,0.4924396771864442,0.42359559548750875,Saint Peter's,Wagner,4,4,1.8,401172089,2019-11-20
33,1,14:22,2062,2362,Nigel Jackson missed Three Point Jumper.,5,8,-3,2,0.4914115528738835,0.42281544814470834,Saint Peter's,Wagner,4,4,1.8,401172089,2019-11-20
34,1,14:20,2060,2360,Saint Peter's Defensive Rebound.,5,8,-3,26,0.4913174640529258,0.4227441592186674,Saint Peter's,Wagner,4,4,1.8,401172089,2019-11-20
35,1,13:54,2034,2334,Derrick Woods made Layup.,7,8,-1,30,0.5425371102014424,0.4737457352982908,Saint Peter's,Wagner,4,4,1.8,401172089,2019-11-20
36,1,13:24,2004,2304,Curtis Cobb III made Three Point Jumper. Assisted by Will Martinez.,7,11,-4,24,0.4620590394289178,0.394981958372718,Saint Peter's,Wagner,4,4,1.8,401172089,2019-11-20
37,1,13:00,1980,2280,Fouseeyni Drame missed Layup.,7,11,-4,1,0.4605898810220323,0.3938262610652755,Saint Peter's,Wagner,4,4,1.8,401172089,2019-11-20
38,1,12:59,1979,2279,Patrick Szpir Defensive Rebound.,7,11,-4,0,0.46052822889598544,0.3937778045411416,Saint Peter's,Wagner,4,4,1.8,401172089,2019-11-20
39,1,12:59,1979,2279,Foul on Hassan Drame.,7,11,-4,11,0.46052822889598544,0.3937778045411416,Saint Peter's,Wagner,4,4,1.8,401172089,2019-11-20
40,1,12:48,1968,2268,Foul on Fouseeyni Drame.,7,11,-4,5,0.459847703814967,0.3932431372686362,Saint Peter's,Wagner,4,4,1.8,401172089,2019-11-20
41,1,12:43,1963,2263,Curtis Cobb III Turnover.,7,11,-4,0,0.4595369365945275,0.39299909557915164,Saint Peter's,Wagner,4,4,1.8,401172089,2019-11-20
42,1,12:43,1963,2263,KC Ndefo Steal.,7,11,-4,0,0.4595369365945275,0.39299909557915164,Saint Peter's,Wagner,4,4,1.8,401172089,2019-11-20
43,1,12:43,1963,2263,Foul on Curtis Cobb III.,7,11,-4,0,0.4595369365945275,0.39299909557915164,Saint Peter's,Wagner,4,4,1.8,401172089,2019-11-20
44,1,12:43,1963,2263,Hassan Drame made Free Throw.,8,11,-3,0,0.4866216361435473,0.4192039205336557,Saint Peter's,Wagner,4,4,1.8,401172089,2019-11-20
45,1,12:43,1963,2263,Hassan Drame made Free Throw.,9,11,-2,17,0.5137851334267578,0.4458725698494025,Saint Peter's,Wagner,4,4,1.8,401172089,2019-11-20
46,1,12:26,1946,2246,Curtis Cobb III missed Three Point Jumper.,9,11,-2,4,0.5131524431273554,0.44544024862386306,Saint Peter's,Wagner,4,4,1.8,401172089,2019-11-20
47,1,12:22,1942,2242,Hassan Drame Defensive Rebound.,9,11,-2,20,0.5130025800065039,0.44533791440284665,Saint Peter's,Wagner,4,4,1.8,401172089,2019-11-20
48,1,12:02,1922,2222,Hassan Drame missed Three Point Jumper.,9,11,-2,5,0.5122480184974719,0.44482329195717357,Saint Peter's,Wagner,4,4,1.8,401172089,2019-11-20
49,1,11:57,1917,2217,Nigel Jackson Defensive Rebound.,9,11,-2,2,0.5120585701836357,0.4446945680369782,Saint Peter's,Wagner,4,4,1.8,401172089,2019-11-20
50,1,11:55,1915,2215,Foul on Daryl Banks III.,9,11,-2,0,0.511982726610739,0.4446431038436045,Saint Peter's,Wagner,4,4,1.8,401172089,2019-11-20
51,1,11:55,1915,2215,Official TV Timeout,9,11,-2,25,0.511982726610739,0.4446431038436045,Saint Peter's,Wagner,4,4,1.8,401172089,2019-11-20
52,1,11:30,1890,2190,Patrick Szpir made Jumper. Assisted by Elijah Ford.,9,13,-4,26,0.454920218294344,0.3893884301085343,Saint Peter's,Wagner,4,4,1.8,401172089,2019-11-20
53,1,11:04,1864,2164,KC Ndefo missed Three Point Jumper.,9,13,-4,4,0.4532584133102577,0.3881006644708327,Saint Peter's,Wagner,4,4,1.8,401172089,2019-11-20
54,1,11:00,1860,2160,Hassan Drame Offensive Rebound.,9,13,-4,2,0.45300172690776735,0.38790224004075113,Saint Peter's,Wagner,4,4,1.8,401172089,2019-11-20
55,1,10:58,1858,2158,Hassan Drame Turnover.,9,13,-4,0,0.45287326373156805,0.3878029783446608,Saint Peter's,Wagner,4,4,1.8,401172089,2019-11-20
56,1,10:58,1858,2158,Patrick Szpir Steal.,9,13,-4,4,0.45287326373156805,0.3878029783446608,Saint Peter's,Wagner,4,4,1.8,401172089,2019-11-20
57,1,10:54,1854,2154,Foul on Nazeer Bostick.,9,13,-4,0,0.4526160864621803,0.3876043442500068,Saint Peter's,Wagner,4,4,1.8,401172089,2019-11-20
58,1,10:54,1854,2154,Alex Morales made Free Throw.,9,14,-5,0,0.42446890526373077,0.3608349987257521,Saint Peter's,Wagner,4,4,1.8,401172089,2019-11-20
59,1,10:54,1854,2154,Alex Morales made Free Throw.,9,15,-6,23,0.3968032470446149,0.3349033862688311,Saint Peter's,Wagner,4,4,1.8,401172089,2019-11-20
60,1,10:31,1831,2131,KC Ndefo made Layup.,11,15,-4,28,0.4511300025474412,0.3864584542324567,Saint Peter's,Wagner,4,4,1.8,401172089,2019-11-20
61,1,10:03,1803,2103,Foul on KC Ndefo.,11,15,-4,0,0.4493004576923578,0.385051023454334,Saint Peter's,Wagner,4,4,1.8,401172089,2019-11-20
62,1,10:03,1803,2103,Alex Morales made Free Throw.,11,16,-5,0,0.42054454325941393,0.3577359639553854,Saint Peter's,Wagner,4,4,1.8,401172089,2019-11-20
63,1,10:03,1803,2103,Alex Morales missed Free Throw.,11,16,-5,0,0.42054454325941393,0.3577359639553854,Saint Peter's,Wagner,4,4,1.8,401172089,2019-11-20
64,1,10:03,1803,2103,Saint Peter's Defensive Rebound.,11,16,-5,0,0.42054454325941393,0.3577359639553854,Saint Peter's,Wagner,4,4,1.8,401172089,2019-11-20
65,1,10:03,1803,2103,Foul on Elijah Ford.,11,16,-5,9,0.42054454325941393,0.3577359639553854,Saint Peter's,Wagner,4,4,1.8,401172089,2019-11-20
66,1,9:54,1794,2094,Foul on Curtis Cobb III.,11,16,-5,0,0.41984246617009735,0.35718263100499975,Saint Peter's,Wagner,4,4,1.8,401172089,2019-11-20
67,1,9:54,1794,2094,Daryl Banks III missed Free Throw.,11,16,-5,0,0.41984246617009735,0.35718263100499975,Saint Peter's,Wagner,4,4,1.8,401172089,2019-11-20
