game_id,away,home,away_rank,home_rank,away_score,home_score,date
401746050,UConn,Florida,8,1,75,77,2025-03-23
401746049,Baylor,Duke,9,1,66,89,2025-03-23
401746052,Saint Mary's,Alabama,7,2,66,80,2025-03-23
401746054,New Mexico,Michigan State,10,2,63,71,2025-03-23
401746048,Illinois,Kentucky,6,3,75,84,2025-03-23
401746047,Ole Miss,Iowa State,6,3,91,78,2025-03-23
401746046,Colorado State,Maryland,12,4,71,72,2025-03-23
401746045,Oregon,Arizona,5,4,83,87,2025-03-23
401751952,Oklahoma State,SMU,NA,NA,85,83,2025-03-23
401751953,Arkansas State,North Texas,NA,NA,63,65,2025-03-23
401751948,Loyola Chicago,San Francisco,NA,NA,77,76,2025-03-23
401751951,Jacksonville State,UC Irvine,NA,NA,61,66,2025-03-23
401751950,Kent State,Stanford,NA,NA,77,75,2025-03-23
401751949,UAB,Santa Clara,NA,NA,88,84,2025-03-23
401756974,Manhattan,Incarnate Word,NA,NA,85,92,2025-03-23
401756976,Elon,Army,NA,NA,78,83,2025-03-23
401756979,Queens University,Northern Arizona,NA,NA,85,78,2025-03-23
401756997,Illinois State,Presbyterian,NA,NA,78,70,2025-03-23
