date,game_id,home,away
2008-12-07,283420009,Arizona State,Nebraska
2008-12-07,283420026,UCLA,CSU Northridge
2008-12-07,283420052,Florida State,Florida
2008-12-07,283420096,Kentucky,Mississippi Valley State
2008-12-07,283420097,Louisville,Ohio
2008-12-07,283420120,George Washington,Maryland
2008-12-07,283420142,Missouri,California
2008-12-07,283420202,Tulsa,Oklahoma
2008-12-07,283420228,Clemson,Liberty
2008-12-07,283420292,UT Rio Grande Valley,North Carolina Central
2008-12-07,283420333,Alabama,Louisiana
2008-12-07,283422217,Fairfield,Iona
2008-12-07,283422320,Lamar,Indiana State
2008-12-07,283422352,Loyola (MD),Niagara
2008-12-07,283422393,Middle Tennessee,SIU-Edwardsville
2008-12-07,283422426,Navy,Virginia Tech
2008-12-07,283422473,Oakland,Toledo
2008-12-07,283422483,Oregon,Kansas State
2008-12-07,283422520,Rider,Manhattan
2008-12-07,283422619,Stony Brook,Mount Ida College
