number,name,position,height,weight,class,hometown
0,Jabbar Singleton,G,"6' 0""",NA,FR,NA
1,Bobby Word,G,"6' 4""",NA,FR,NA
3,Corbin Byford,F,"6' 6""",NA,SO,NA
4,David Mason,G,"5' 9""",NA,SR,NA
5,Brandon Conley,F,"6' 5""",NA,SO,NA
11,Shawn Glover,F,"6' 7""",NA,SR,NA
12,D.J. Jackson,G,"5' 11""",NA,SO,NA
15,Obi Emegano,G,"6' 3""",NA,SO,NA
21,Adam Glenville,G,"6' 4""",NA,SO,NA
22,Adrion Webber,G,"6' 5""",NA,JR,NA
24,Korey Billbury,G,"6' 2""",NA,SO,NA
31,Jorden Kaufman,C,"7' 0""",NA,SO,NA
34,Denell Henderson,F,"6' 7""",NA,JR,NA
35,Drew Wilson,F,"6' 7""",NA,SO,NA
