number,name,position,height,weight,class,hometown
1,Ben Brust,G,"6' 1""",NA,SR,NA
3,George Marshall,G,"5' 11""",NA,SO,NA
10,Nigel Hayes,F,"6' 7""",NA,FR,NA
11,Jordan Hill,G,"6' 3""",NA,FR,NA
12,Traevon Jackson,G,"6' 2""",NA,JR,NA
13,Duje Dukan,F,"6' 8""",NA,JR,NA
15,Sam Dekker,F,"6' 7""",NA,SO,NA
21,Josh Gasser,G,"6' 3""",NA,JR,NA
24,Bronson Koenig,G,"6' 3""",NA,FR,NA
30,Vitto Brown,F,"6' 8""",NA,FR,NA
32,Evan Anderson,C,"6' 10""",NA,JR,NA
34,Zach Bohannon,F,"6' 6""",NA,SR,NA
44,Frank Kaminsky,F,"6' 11""",NA,JR,NA
