number,name,position,height,weight,class,hometown
0,Case Rada,G,"6' 3""",NA,SO,NA
1,Dreon Barlett,G,"6' 3""",NA,SO,NA
2,Cody Demps,G,"6' 4""",NA,SO,NA
4,Joey Quigley,F,"6' 8""",NA,SR,NA
5,Dylan Garrity,G,"6' 2""",NA,JR,NA
10,Mikh McKinney,G,"6' 1""",NA,JR,NA
11,Trevis Jackson,G,"5' 11""",NA,FR,NA
12,Kendell Groom,G,"6' 3""",NA,SR,NA
15,Ryan Okwudibonye,C,"6' 8""",NA,JR,NA
20,Zach Mills,F,"6' 5""",NA,JR,NA
22,Jordan Salley,F,"6' 6""",NA,SR,NA
32,Nick Hornsby,G,"6' 6""",NA,FR,NA
34,Alex Tiffin,F,"6' 9""",NA,JR,NA
44,Eric Stuteville,C,"6' 10""",NA,FR,NA
