number,name,position,height,weight,class,hometown
0,Raven Lee,G,"6' 3""",NA,SO,NA
1,Mike Talley,G,"5' 11""",NA,JR,NA
2,J.R. Sims,G,"6' 3""",NA,SR,NA
3,Mo Hughley,F,"6' 7""",NA,SR,NA
10,Da'Shonte Riley,C,"7' 0""",NA,SR,NA
12,Olalekan Ajayi,C,"6' 11""",NA,SO,NA
14,Karrington Ward,F,"6' 7""",NA,JR,NA
20,Ali Farhat,G,"6' 0""",NA,FR,NA
21,Jalen Ross,G,"5' 11""",NA,SO,NA
23,Glenn Bryant,F,"6' 8""",NA,SR,NA
25,Darell Combs,G,"6' 2""",NA,SO,NA
33,Anthony Strickland,F,"6' 5""",NA,SR,NA
35,Daylen Harrison,F,"6' 6""",NA,SR,NA
