number,name,position,height,weight,class,hometown
1,Kris Davis,G,"6' 2""",NA,JR,NA
2,Maurice Wiltz,G,"6' 2""",NA,JR,NA
3,Keaton Jackson,F,"6' 10""",NA,JR,NA
4,Tim Johnson,G,"6' 3""",NA,SR,NA
5,Grant Fiorentinos,C,"6' 10""",NA,SO,NA
10,Cameron Craig,G,"6' 0""",NA,JR,NA
11,Akintonye Okunrinboye,G,"5' 11""",NA,JR,NA
15,Christian Salecich,G,"6' 3""",NA,SR,NA
20,Keaton Scheer,G,"6' 5""",NA,JR,NA
23,Rozell Nunn,G,"6' 4""",NA,JR,NA
25,Ray Lester,F,"6' 6""",NA,SR,NA
30,Michael Messer,G,"6' 5""",NA,JR,NA
32,Donivine Stewart,G,"6' 0""",NA,SO,NA
