number,name,position,height,weight,class,hometown
1,Rodney Glasgow,G,"5' 10""",NA,SR,NA
3,Brian Brown,G,"5' 11""",NA,JR,NA
4,Christian Burton,G,"5' 10""",NA,JR,NA
5,Drew Absher,G,"5' 10""",NA,SR,NA
15,Trey Chapman,F,"6' 6""",NA,FR,NA
21,Tyrell Mason,G,"6' 3""",NA,FR,NA
22,QJ Peterson,G,"6' 0""",NA,FR,NA
23,Tim Marshall,G,"6' 3""",NA,SO,NA
24,D.J. Covington,F,"6' 9""",NA,SR,NA
25,Craig Hinton,F,"6' 7""",NA,FR,NA
32,Phillip Anglade,F,"6' 5""",NA,SO,NA
34,Jarid Watson,C,"6' 7""",NA,JR,NA
35,Julian Eleby,G,"6' 3""",NA,FR,NA
40,Jordan Weethee,F,"6' 6""",NA,SO,NA
