number,name,position,height,weight,class,hometown
1,Justin Anderson,G,"6' 6""",NA,SO,NA
4,Maleek Frazier,,NA,NA,JR,NA
5,Teven Jones,G,"6' 0""",NA,SO,NA
10,Mike Tobey,C,"6' 11""",NA,SO,NA
11,Evan Nolte,F,"6' 8""",NA,SO,NA
12,Joe Harris,G,"6' 6""",NA,SR,NA
13,Anthony Gill,F,"6' 8""",NA,SO,NA
15,Malcolm Brogdon,G,"6' 5""",NA,SO,NA
21,Rob Vozenilek,,NA,NA,N/A,NA
23,London Perrantes,G,"6' 2""",NA,FR,NA
24,Caid Kirven,F,"6' 8""",NA,SO,NA
25,Akil Mitchell,F,"6' 8""",NA,SR,NA
30,Thomas Rogers,G,"6' 6""",NA,SR,NA
32,Darion Atkins,F,"6' 8""",NA,JR,NA
34,Jeff Jones,,NA,NA,FR,NA
