number,name,position,height,weight,class,hometown
0,Glenn Cosey,G,"6' 0""",NA,SR,NA
1,Robbie Stenzel,G,"6' 5""",NA,JR,NA
2,Corey Walden,G,"6' 2""",NA,JR,NA
3,Monte Burney,G,"6' 1""",NA,JR,NA
4,Tommy Matthews,G,"6' 1""",NA,SO,NA
5,Isaac McGlone,G,"6' 2""",NA,FR,NA
12,Marcus Lewis,G,"6' 4""",NA,SR,NA
15,Orlando Williams,G,"6' 4""",NA,SR,NA
21,Herb Harrison,F,"6' 7""",NA,SO,NA
22,Timmy Knipp,G,"6' 7""",NA,JR,NA
23,Ryan Parsons,G,"6' 2""",NA,SR,NA
24,Jeff Johnson,F,"6' 7""",NA,SR,NA
33,Deverin Muff,F,"6' 8""",NA,JR,NA
34,Tarius Johnson,G,"6' 5""",NA,SR,NA
42,Eric Stutz,F,"6' 8""",NA,JR,NA
