number,name,position,height,weight,class,hometown
0,Damien Wilson,G,"6' 6""",NA,SO,NA
1,Joe Jackson,G,"6' 1""",NA,SR,NA
2,Shaq Goodwin,F,"6' 9""",NA,SO,NA
3,Chris Crawford,G,"6' 4""",NA,SR,NA
4,Austin Nichols,F,"6' 8""",NA,FR,NA
5,Nick King,G,"6' 7""",NA,FR,NA
11,Michael Dixon Jr.,G,"6' 1""",NA,SR,NA
12,David Pellom,F,"6' 7""",NA,SR,NA
15,Dominic Woodson,F,"6' 10""",NA,FR,NA
23,Kuran Iverson,F,"6' 10""",NA,FR,NA
32,Trey Draper,G,"5' 10""",NA,SR,NA
35,Anthony Cole,G,"6' 1""",NA,SO,NA
42,Jake McDowell,G,"6' 6""",NA,FR,NA
55,Geron Johnson,G,"6' 3""",NA,SR,NA
