number,name,position,height,weight,class,hometown
1,Jabari Parker,F,"6' 8""",NA,FR,NA
2,Quinn Cook,G,"6' 2""",NA,JR,NA
3,Tyler Thornton,G,"6' 2""",NA,SR,NA
5,Rodney Hood,F,"6' 8""",NA,SO,NA
12,Alex Murphy,F,"6' 9""",NA,SO,NA
13,Matt Jones,G,"6' 4""",NA,FR,NA
14,Rasheed Sulaimon,G,"6' 4""",NA,SO,NA
15,Josh Hairston,F,"6' 8""",NA,SR,NA
20,Semi Ojeleye,F,"6' 7""",NA,FR,NA
21,Amile Jefferson,F,"6' 9""",NA,SO,NA
34,Andre Dawkins,G,"6' 5""",NA,N/A,NA
40,Marshall Plumlee,F,"7' 0""",NA,SO,NA
45,Nick Pagliuca,G,"6' 3""",NA,FR,NA
52,Todd Zafirovski,F,"6' 8""",NA,SR,NA
