number,name,position,height,weight,class,hometown
0,Rashad Madden,G,"6' 5""",NA,JR,NA
1,Mardracus Wade,G,"6' 2""",NA,SR,NA
2,Alandise Harris,F,"6' 6""",NA,JR,NA
3,Rickey Scott,G,"6' 3""",NA,SR,NA
4,Coty Clarke,F,"6' 7""",NA,SR,NA
5,Anthlon Bell,G,"6' 3""",NA,SO,NA
10,Bobby Portis,F,"6' 10""",NA,FR,NA
12,Fred Gulley III,G,"6' 2""",NA,SR,NA
20,Kikko Haydar,G,"5' 10""",NA,SR,NA
21,Manuale Watkins,G,"6' 3""",NA,FR,NA
22,Jacorey Williams,F,"6' 8""",NA,SO,NA
23,Dequavious Wagner,G,"5' 10""",NA,SO,NA
24,Michael Qualls,G,"6' 6""",NA,SO,NA
33,Moses Kingsley,C,"6' 10""",NA,FR,NA
