number,name,position,height,weight,class,hometown
1,Randy Onwuasor,G,"6' 3""",NA,FR,NA
2,Dusty Hannahs,G,"6' 4""",NA,SO,NA
3,Robert Turner,G,"6' 1""",NA,JR,NA
5,Stan Mays,G,"6' 2""",NA,FR,NA
11,Dejan Kravic,C,"7' 0""",NA,SR,NA
12,Kader Tapsoba,F,"6' 10""",NA,SR,NA
13,Luke Adams,G,"5' 9""",NA,JR,NA
15,Aaron Ross,F,"6' 8""",NA,FR,NA
20,Toddrick Gotcher,G,"6' 3""",NA,JR,NA
23,Jamal Williams Jr.,G,"6' 4""",NA,SR,NA
30,Jaye Crockett,F,"6' 7""",NA,SR,NA
32,Jordan Tolbert,F,"6' 7""",NA,JR,NA
34,Alex Foster,F,"6' 8""",NA,FR,NA
35,Clark Lammert,F,"6' 8""",NA,JR,NA
