number,name,position,height,weight,class,hometown
1,Reggie Cameron,F,"6' 7""",NA,FR,NA
3,Mikael Hopkins,F,"6' 9""",NA,JR,NA
4,D'Vauntes Smith-Rivera,G,"6' 3""",NA,SO,NA
5,Markel Starks,G,"6' 2""",NA,SR,NA
12,David Allen,G,"6' 2""",NA,SO,NA
21,Riyan Williams,,NA,NA,FR,NA
23,Aaron Bowen,F,"6' 6""",NA,JR,NA
24,Joshua Smith,C,NA,NA,SR,NA
25,John Caprio,G,"6' 6""",NA,SR,NA
31,Stephen Domingo,F,"6' 6""",NA,SO,NA
32,Moses Ayegba,C,"6' 9""",NA,SR,NA
34,Nate Lubick,F,"6' 8""",NA,SR,NA
42,Bradley Hayes,C,"7' 0""",NA,SO,NA
55,Jabril Trawick,G,"6' 5""",NA,JR,NA
