number,name,position,height,weight,class,hometown
0,Ron Giplaye,F,"6' 6""",NA,JR,NA
1,Petey McClain,G,"6' 0""",NA,SO,NA
2,Devin Harris,G,"6' 4""",NA,FR,NA
4,Rashawn Rembert,G,"6' 3""",NA,JR,NA
5,Jalen Riley,G,"6' 0""",NA,JR,NA
10,Isaac Banks,F,"6' 7""",NA,FR,NA
11,Todd Halvorsen,G,"6' 3""",NA,SR,NA
13,A.J. Merriweather,G,"6' 2""",NA,FR,NA
15,Lester Wilson,F,"6' 4""",NA,SO,NA
20,Hunter Harris,F,"6' 7""",NA,SR,NA
21,Tyler Ailshie,G,"6' 1""",NA,JR,NA
34,Lukas Poderis,C,"6' 8""",NA,SR,NA
35,Kinard Gadsden-Gilliard,F,"6' 6""",NA,SR,NA
NA,Adam Denison,,NA,NA,,NA
