number,name,position,height,weight,class,hometown
0,Anthony Odunsi,G,"6' 4""",NA,JR,NA
3,DJ Evans,G,"5' 9""",NA,SR,NA
4,Levan Shengelia,F,"6' 9""",NA,JR,NA
5,Anders Haas,G,"6' 1""",NA,SO,NA
10,Michael Rowley,F,"6' 8""",NA,FR,NA
11,Luke Devlin,F,"6' 8""",NA,SR,NA
12,Peter Hooley,G,"6' 4""",NA,SO,NA
13,Reece Williams,G,"6' 1""",NA,SO,NA
14,Sam Rowley,F,"6' 5""",NA,JR,NA
15,Ede Egharevba,F,"6' 6""",NA,SO,NA
20,Gary Johnson,G,"6' 6""",NA,SR,NA
22,Dave Wiegmann,F,"6' 8""",NA,SR,NA
24,Dallas Ennema,F,"6' 6""",NA,FR,NA
44,John Puk,C,"6' 10""",NA,SR,NA
