player,position,MIN,FGM,FGA,3PTM,3PTA,FTM,FTA,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,starter,date,opponent,location
C. Fleming,F,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,2009-01-05,Georgia State,H
D. Monroe,F,31,7,8,0,0,1,6,5,6,11,0,0,1,3,3,15,TRUE,2009-01-05,Georgia State,H
L. Birdsong,F,18,1,4,0,0,0,0,0,1,1,0,1,0,2,2,2,TRUE,2009-01-05,Georgia State,H
M. Morrison,F,10,0,0,0,0,0,0,2,0,2,0,0,1,1,1,0,TRUE,2009-01-05,Georgia State,H
R. Pearson,F,12,1,3,0,0,0,0,2,0,2,1,1,0,1,0,2,TRUE,2009-01-05,Georgia State,H
J. Vaughan,G,33,1,8,0,3,4,4,1,2,3,0,0,0,2,1,6,FALSE,2009-01-05,Georgia State,H
D. Smith,G,30,3,6,0,3,3,5,2,2,4,2,0,0,0,1,9,FALSE,2009-01-05,Georgia State,H
C. Long,G,35,6,12,2,6,4,5,4,5,9,3,0,1,2,3,18,FALSE,2009-01-05,Georgia State,H
I. Tate,G,3,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,FALSE,2009-01-05,Georgia State,H
A. Cornelius,G,26,2,6,2,4,0,0,0,3,3,0,0,0,1,0,6,FALSE,2009-01-05,Georgia State,H
TEAM,NA,NA,21,49,4,17,12,20,16,21,37,7,2,3,13,11,58,FALSE,2009-01-05,Georgia State,H
