number,name,position,height,weight,class,hometown
0,Lunden Taylor,G,"6' 3""",180 lbs,SO,"Fresno, CA"
1,Hugh Baxter,F,"6' 8""",210 lbs,SR,"Melbourne, VIC"
2,Tyrell Roberts,G,"5' 11""",170 lbs,JR,"Sacramento, CA"
3,Gabe Hadley,G,"6' 4""",200 lbs,SR,"Launceston, TAS"
4,Bryce Pope,G,"6' 3""",185 lbs,FR,"San Diego, CA"
5,Marek Sullivan,F,"6' 6""",195 lbs,SR,"San Diego, CA"
10,Toni Rocak,F,"6' 8""",220 lbs,JR,"Geneva, Switzerland"
11,Matt Gray,F,"6' 8""",225 lbs,SO,"Orange, NSW"
12,Justin Pratt,G,"6' 3""",190 lbs,SO,"Lafayette, CA"
13,Jake Kosakowski,F,"6' 6""",202 lbs,FR,"Chicago, IL"
14,Jake Killingsworth,G,"6' 5""",205 lbs,SR,"San Carlos, CA"
22,Jace Roquemore,G,"6' 5""",160 lbs,FR,"Henderson, NV"
23,Kaden Rasheed,G,"6' 1""",185 lbs,JR,"Ladera Ranch, CA"
24,John Diener,G,"6' 5""",190 lbs,SO,"Cedarburg, WI"
25,Martin Tombe,F,"6' 6""",209 lbs,SR,"San Diego, CA"
32,Mikey Howell,G,"6' 3""",165 lbs,SR,"San Marcos, CA"
33,Trace Ramsey,F,"6' 7""",200 lbs,JR,"Valparaiso, IN"
