number,name,position,height,weight,class,hometown,player_image
0,Jahvon Blair,G,"6' 4""",190 lbs,SR,"Brampton, ON",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4278565.png
1,Jamorko Pickett,F,"6' 9""",206 lbs,SR,"Washington, DC",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4278566.png
2,Dante Harris,G,"6' 0""",170 lbs,FR,"Washington, DC",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4596531.png
3,Jalen Harris,G,"6' 2""",166 lbs,SR,"Wilson, NC",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4066718.png
4,Chudier Bile,F,"6' 7""",195 lbs,SR,"Denver, CO",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4398268.png
5,Timothy Ighoefe,C,"7' 0""",250 lbs,SO,"Lagos, Nigeria",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4431991.png
10,Chuma Azinge,G,"6' 3""",183 lbs,SO,"San Marino, CA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4595428.png
13,Donald Carey,G,"6' 5""",187 lbs,SR,"Upper Marlboro, MD",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4402802.png
14,Jamari Sibley,F,"6' 8""",200 lbs,FR,"Milwaukee, WI",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4433168.png
20,T.J. Berger,G,"6' 4""",170 lbs,FR,"West Chester, PA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4433589.png
22,Jaden Robinson,G,"6' 3""",185 lbs,JR,"Baltimore, MD",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4397073.png
23,Collin Holloway,F,"6' 6""",220 lbs,FR,"Baton Rouge, LA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4701559.png
24,Kobe Clark,F,"6' 4""",180 lbs,FR,"St. Louis, MO",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4432477.png
32,Malcolm Wilson,C,"7' 0""",205 lbs,SO,"Columbia, SC",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4595429.png
34,Qudus Wahab,C,"6' 11""",237 lbs,SO,"Lagos, Nigeria",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4431739.png
55,Victor Muresan,F,"6' 10""",190 lbs,FR,"Potomac, MD",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4701560.png
