number,name,position,height,weight,class,hometown
0,Marcus Sasser,G,"6' 1""",190 lbs,SO,"Red Oak, TX"
1,Jamal Shead,G,"6' 1""",190 lbs,FR,"Manor, TX"
3,DeJon Jarreau,G,"6' 5""",185 lbs,SR,"New Orleans, LA"
4,Justin Gorham,F,"6' 7""",225 lbs,SR,"Columbia, MD"
5,Cameron Tyson,G,"6' 2""",190 lbs,SO,"Bothell, WA"
12,Tramon Mark,G,"6' 5""",180 lbs,FR,"Dickinson, TX"
13,J'Wan Roberts,F,"6' 7""",220 lbs,FR,"St. Thomas, Virgin Islands"
20,Ryan Elvin,G,"6' 0""",155 lbs,FR,"Round Rock, TX"
24,Quentin Grimes,G,"6' 5""",205 lbs,JR,"The Woodlands, TX"
30,Caleb Broodo,C,"6' 8""",240 lbs,JR,"Midland, MI"
32,Reggie Chaney,F,"6' 8""",225 lbs,JR,"Tulsa, OK"
35,Fabian White Jr.,F,"6' 8""",225 lbs,SR,"Atascocita, TX"
52,Kiyron Powell,C,"6' 8""",205 lbs,FR,"Evansville, IN"
55,Brison Gresham,F,"6' 8""",230 lbs,SR,"New Orleans, LA"
