number,name,position,height,weight,class,hometown,player_image
0,CJ Jones,G,"5' 10""",161 lbs,SR,"Monroe, LA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4278310.png
1,LaTerrance Reed,G,"6' 2""",193 lbs,SR,"Buffalo, NY",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4398265.png
2,John Norvel,G,"6' 2""",170 lbs,SR,"Slidell, LA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4076020.png
3,Brian White,G,"5' 6""",164 lbs,JR,"Natchitoches, LA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4398266.png
4,Kendal Coleman,C,"6' 8""",229 lbs,FR,"Shreveport, LA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4703671.png
10,Jairus Roberson,G,"6' 2""",176 lbs,SR,"Dallas, TX",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4594122.png
11,Jamaure Gregg,F,"6' 7""",232 lbs,SR,"Oahu, HI",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4594123.png
12,Carvell Teasett,G,"6' 1""",190 lbs,FR,"Baton Rouge, LA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4703672.png
13,Jordan Potts,G,"6' 3""",175 lbs,JR,"Bothell, WA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4703673.png
15,Jovan Zelenbaba,G,"6' 4""",177 lbs,SO,"Kfar Blum, Israel",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4594125.png
30,Trenton Massner,G,"6' 2""",170 lbs,JR,"Wapello, IA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4594126.png
32,Larry Owens,C,"6' 7""",300 lbs,SR,"Monroe, LA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4278317.png
33,Stavros Polatoglou,F,"6' 11""",220 lbs,FR,"Athens, Greece",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4712411.png
34,Robert Chougkaz,F,"6' 9""",195 lbs,SO,"Athens, Greece",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4594128.png
35,Dalin Williams,F,"6' 9""",220 lbs,JR,"Stinnett, TX",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4398270.png
