number,name,position,height,weight,class,hometown,player_image
0,Tavian Dunn-Martin,G,"5' 8""",155 lbs,SR,"Huntington, WV",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4067358.png
1,Tyson Acuff,G,"6' 4""",200 lbs,FR,"Detroit, MI",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4606831.png
2,Toby Okani,G,"6' 7""",180 lbs,FR,"Orange, NJ",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4700873.png
3,Maceo Austin,G,"6' 5""",190 lbs,SO,"Sharon, PA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4432905.png
4,Lamar Norman Jr.,G,"6' 3""",180 lbs,JR,"Grand Rapids, MI",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4396803.png
5,Marcus Weathers,F,"6' 5""",215 lbs,SR,"Overland Park, KS",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4067390.png
10,Sincere Carry,G,"6' 1""",180 lbs,JR,"Farrell, PA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4396807.png
20,Ryan Murphy,G,"6' 2""",185 lbs,SR,"Calabasas, CA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4592364.png
21,Michael Hughes,C,"6' 8""",240 lbs,SR,"Kansas City, MO",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4067360.png
22,Mike Bekelja,G,"6' 1""",180 lbs,FR,"Solon, OH",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4700874.png
23,Amari Kelly,F,"6' 9""",230 lbs,SO,"Long Island, NY",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4396804.png
25,Jaylen Cole-Williams,G,"6' 0""",170 lbs,FR,"Reston, VA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4700875.png
30,Andre Harris,F,"6' 7""",225 lbs,FR,"Mesa, AZ",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4700876.png
31,Jett Roesing,G,"6' 4""",180 lbs,FR,"Pittsburgh, PA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4606838.png
34,Austin Rotroff,F,"6' 10""",240 lbs,JR,"Wauseon, OH",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4396806.png
35,Noah Buono,G,"6' 5""",180 lbs,JR,"Brick, NJ",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4279744.png
44,Chad Baker,F,"6' 7""",190 lbs,FR,"Santo Domingo, Dominican Republic",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4700877.png
55,Mounir Hima,C,"6' 11""",220 lbs,FR,"Short Hills, NJ",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4700878.png
