number,name,position,height,weight,class,hometown,player_image
0,Clyde Trapp,G,"6' 4""",203 lbs,SR,"Eastover, SC",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4277833.png
1,Jonathan Baehre,F,"6' 10""",214 lbs,SR,"Wiesbaden, Germany",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4067691.png
2,Al-Amir Dawes,G,"6' 2""",180 lbs,SO,"Newark, NJ",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4431730.png
3,Chase Hunter,G,"6' 3""",204 lbs,SO,"Atlanta, GA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4592184.png
4,Nick Honor,G,"5' 10""",205 lbs,JR,"Orlando, FL",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4396810.png
5,Hunter Tyson,F,"6' 8""",215 lbs,JR,"Monroe, NC",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4395620.png
10,Olivier-Maxence Prosper,G,"6' 8""",218 lbs,FR,"Montreal, PQ",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4595400.png
11,Parker Fox,G,"6' 7""",212 lbs,JR,"Reno, NV",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4395621.png
12,Alex Hemenway,G,"6' 3""",185 lbs,SO,"Newburgh, IN",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4433001.png
15,John Newman III,G,"6' 5""",207 lbs,JR,"Greensboro, NC",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4395622.png
20,O'Neil McBride,F,"6' 7""",207 lbs,SO,"Myrtle Beach, SC",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4592185.png
21,Wells Hoag,G,"6' 3""",199 lbs,JR,"Greenville, SC",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4602980.png
22,Lynn Kidd,C,"6' 10""",235 lbs,FR,"Gainesville, FL",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4701224.png
24,PJ Hall,F,"6' 10""",235 lbs,FR,"Spartanburg, SC",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4701225.png
25,Aamir Simms,F,"6' 8""",245 lbs,SR,"Palmyra, VA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4277835.png
