number,name,position,height,weight,class,hometown,player_image
0,Tre Edwards,F,"6' 6""",188 lbs,FR,"Hamilton, ON",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4592696.png
1,Loren Cristian Jackson,G,"5' 8""",150 lbs,SR,"Chicago, IL",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4066919.png
2,Greg Tribble,G,"6' 1""",192 lbs,SO,"Cincinnati, OH",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4592697.png
3,Maishe Dailey,G,"6' 7""",195 lbs,SR,"Beachwood, OH",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4066365.png
4,Jermaine Marshall,F,"6' 6""",220 lbs,SO,"Birmingham, AL",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4703575.png
5,Camron Reece,F,"6' 7""",228 lbs,SR,"Oakland, CA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4592698.png
11,Garvin Clarke,G,"6' 0""",180 lbs,FR,"Euclid, OH",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4433221.png
12,Bryan Trimble Jr.,G,"6' 2""",216 lbs,JR,"Kansas City, MO",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4278583.png
13,Michael Wynn,F,"6' 6""",210 lbs,JR,"Albany, NY",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4395689.png
14,Scott Walter,G,"5' 10""",173 lbs,SO,"Akron, OH",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4397809.png
21,Aziz Bandaogo,C,"7' 0""",225 lbs,FR,"Dakar, Senegal",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4703576.png
22,Mikal Dawson,F,"6' 5""",220 lbs,SO,"Huntington, WV",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4609661.png
24,Ali Ali,F,"6' 8""",206 lbs,SO,"Kendallville, IN",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4592700.png
25,Enrique Freeman,F,"6' 7""",205 lbs,SO,"Cleveland, OH",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4592699.png
25,LePear Toles,F,"6' 6""",195 lbs,SR,"Canton, OH",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4397806.png
33,Taylor Currie,F,"6' 8""",225 lbs,SO,"Clarkston, MI",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4397277.png
