number,name,position,height,weight,class,hometown,player_image
0,DJ Mitchell,F,"6' 8""",215 lbs,SR,"Fresno, CA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4065751.png
1,Christian Carlyle,G,"6' 5""",210 lbs,SR,"Jacksonville, FL",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4067124.png
2,Trent Hudgens Jr.,G,"6' 2""",175 lbs,FR,"Phoenix, AZ",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4701187.png
3,Joe Foley,G,"6' 3""",185 lbs,SO,"Atherton, CA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4398117.png
4,Giordan Williams,G,"6' 3""",165 lbs,SO,"Long Beach, CA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4432146.png
10,Miguel Tomley,G,"6' 3""",185 lbs,FR,"Surrey, BC",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4433104.png
12,Jaden Bediako,C,"6' 10""",240 lbs,SO,"Brampton, ON",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4431889.png
13,Josip Vrankic,F,"6' 9""",215 lbs,SR,"Toronto, ON",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4280250.png
14,Keshawn Justice,F,"6' 7""",220 lbs,JR,"Madison, WI",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4397751.png
15,Juan Ducasse,F,"6' 9""",210 lbs,SO,"Montevideo, Uruguay",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4397750.png
20,Eli Barry,G,"6' 1""",165 lbs,SO,"Atlanta, GA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4598390.png
21,Justin Traina,G,"6' 3""",170 lbs,SO,"Patterson, CA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4598391.png
22,Max Dorward,G,"6' 5""",170 lbs,JR,"Palo Alto, CA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4404240.png
23,Ezekiel Richards,C,"6' 10""",240 lbs,SO,"Oak Park, CA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4397752.png
24,Jalen Williams,G,"6' 6""",190 lbs,SO,"Gilbert, AZ",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4593803.png
25,Vittorio Reynoso-Avila,F,"6' 5""",200 lbs,SR,"La Mirada, CA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4066844.png
30,Guglielmo Caruso,F,"6' 11""",210 lbs,JR,"Naples, Italy",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4397749.png
33,Austin Sacks,F,"6' 6""",195 lbs,FR,"Encino, CA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4701188.png
35,Connor Strambi,G,"6' 4""",175 lbs,SO,"San Mateo, CA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4598392.png
