number,name,position,height,weight,class,hometown,player_image
0,Ayinde Hikim,G,"5' 11""",165 lbs,SO,"Washington, DC",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4431843.png
1,David Beatty,G,"6' 2""",200 lbs,SR,"Philadelphia, PA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4278107.png
2,Scott Spencer,G,"6' 6""",205 lbs,SR,"Suffolk, VA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4065646.png
3,Christian Ray,G,"6' 6""",205 lbs,SO,"Gap, PA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4592448.png
4,Sherif Kenney,G,"6' 4""",230 lbs,SO,"Washington, DC",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4431790.png
5,Jack Clark,G,"6' 8""",182 lbs,SO,"Cheltenham, PA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4397152.png
10,Derrius Ward,G,"6' 6""",170 lbs,FR,"Philadelphia, PA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4700968.png
11,Anwar Gill,G,"6' 4""",185 lbs,FR,"Washington, DC",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4700969.png
12,Kyle Thompson,G,"5' 10""",175 lbs,SO,"Philadelphia, PA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4592449.png
13,Jhamir Brickus,G,"5' 11""",165 lbs,FR,"Coatesville, PA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4700970.png
14,Tegra Izay,F,"6' 10""",235 lbs,FR,"Montreal, PQ",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4700971.png
21,Clifton Moore,F,"6' 10""",220 lbs,JR,"Ambler, PA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4277945.png
23,Brandon Stone,F,"6' 11""",200 lbs,SO,"Alverton, PA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4432906.png
24,Jared Kimbrough,F,"6' 8""",220 lbs,JR,"Neptune, NJ",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4397154.png
25,Andrew Lafond,G,"5' 10""",150 lbs,JR,"Horsham, PA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4404355.png
