number,name,position,height,weight,class,hometown
0,Mark Freeman,G,"5' 10""",160 lbs,SO,"Memphis, TN"
1,Marcus Fitzgerald Jr.,G,"6' 2""",175 lbs,FR,"Nashville, TN"
2,Carlos Marshall Jr.,G,"6' 6""",210 lbs,JR,"Memphis, TN"
3,Amorey Womack,G,"6' 1""",185 lbs,FR,"St. Louis, MO"
4,Shakem Johnson,F,"6' 7""",210 lbs,SR,"Youngstown, OH"
5,Jon Brown,G,"6' 8""",180 lbs,SR,"Miami, FL"
10,Monty Johal,G,"6' 3""",185 lbs,SO,"Springfield, MO"
11,Shakwon Barrett,G,"6' 5""",180 lbs,JR,"Toronto, ON"
12,Evan Joyner,F,"6' 8""",180 lbs,FR,"Greensboro, NC"
13,Mason Green,F,"6' 10""",220 lbs,JR,"Ellenwood, GA"
15,Devonte Lanier,F,"6' 7""",213 lbs,JR,"Huntsville, AL"
20,Donnie Malone,G,"6' 2""",185 lbs,SR,"Memphis, TN"
22,Josh Linder,F,"6' 8""",210 lbs,SR,"Kathleen, GA"
23,Ravel Moody,G,"6' 6""",200 lbs,SR,"Denver, CO"
24,Yusuf Mohamed,F,"6' 10""",200 lbs,JR,"Seattle, WA"
34,Samone Nelson Jr.,G,"6' 5""",200 lbs,SR,"Memphis, TN"
NA,Ben Kone,ATH,--,--,--,--
NA,Jy'Lan Washington,ATH,--,--,--,--
