number,name,position,height,weight,class,hometown,player_image
0,Cam Bacote,G,"6' 3""",175 lbs,JR,"Hampton, VA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4279797.png
1,Tre Williams,C,"6' 7""",250 lbs,SO,"Reynoldsburg, OH",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4432147.png
2,Kailex Stephens,F,"6' 7""",214 lbs,JR,"Tuscaloosa, AL",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4703906.png
3,Jake LaRavia,G,"6' 9""",228 lbs,SO,"Indianapolis, IN",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4592691.png
4,Cooper Neese,G,"6' 4""",185 lbs,JR,"Cloverdale, IN",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4288068.png
5,Jared Hankins,G,"6' 4""",195 lbs,FR,"Indianapolis, IN",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4432998.png
10,Julian Larry,G,"6' 3""",185 lbs,FR,"Frisco, TX",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4703907.png
11,Tyreke Key,G,"6' 3""",205 lbs,SR,"Celina, TN",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4279143.png
13,Sam Mervis,G,"5' 11""",172 lbs,FR,"Indianapolis, IN",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4703908.png
14,Tobias Howard,G,"6' 2""",185 lbs,SR,"Lithonia, GA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4397588.png
20,Cobie Barnes,G,"6' 6""",222 lbs,SO,"Floyds Knobs, IN",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4592688.png
21,Ndongo Ndaw,C,"6' 8""",220 lbs,JR,"Theis, Senegal",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4703909.png
25,Keon Sellers,G,"6' 4""",195 lbs,SO,"Saint John, IN",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4592689.png
44,Randy Miller Jr.,G,"6' 2""",185 lbs,SR,"Odenton, MD",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4398239.png
50,Nick Hittle,C,"6' 10""",245 lbs,FR,"Indianapolis, IN",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4703910.png
