number,name,position,height,weight,class,hometown,player_image
0,Dakota Rivers,F,"6' 8""",208 lbs,SO,"Windermere, FL",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4592248.png
1,Luis Rolon,G,"6' 2""",205 lbs,FR,"Ponce, Puerto Rico",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4700869.png
2,Caleb Catto,G,"6' 5""",182 lbs,JR,"Cape Coral, FL",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4396688.png
3,Franco Miller Jr.,G,"6' 3""",201 lbs,SO,"Freeport, GB",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4396967.png
4,Cyrus Largie,G,"6' 3""",204 lbs,SO,"Miramar, FL",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4592249.png
5,Jalen Warren,G,"6' 3""",162 lbs,SR,"Milton, ON",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4592250.png
10,Zach Anderson,F,"6' 7""",205 lbs,FR,"Orlando, FL",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4700870.png
11,Qwanzi Samuels,F,"6' 8""",192 lbs,SO,"District Heights, MD",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4592251.png
12,Kyle Murphy,G,"6' 5""",197 lbs,FR,"Weston, MA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4700871.png
13,Victor Rosa,G,"6' 5""",188 lbs,FR,"Naranjito, Puerto Rico",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4432490.png
14,Eli Abaev,F,"6' 8""",206 lbs,SR,"Deerfield Beach, FL",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4398044.png
15,Sam Gagliardi,G,"6' 4""",194 lbs,SR,"Gig Harbor, WA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4592252.png
20,Chance Jackson,G,"6' 6""",191 lbs,SO,"Tampa, FL",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4592254.png
23,Dom London,G,"6' 1""",165 lbs,JR,"Christiana, PA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4700872.png
32,Justus Rainwater,C,"6' 8""",220 lbs,SR,"Enumclaw, WA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4592255.png
40,Andre Weir,C,"6' 10""",265 lbs,FR,--,https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4741885.png
51,Lenny Ricca,G,"6' 2""",170 lbs,SO,"Weston, FL",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4592256.png
