number,name,position,height,weight,class,hometown
0,Jaylen Clark,G,"6' 5""",195 lbs,FR,"Riverside, CA"
1,Jules Bernard,G,"6' 6""",205 lbs,JR,"Los Angeles, CA"
2,Cody Riley,F,"6' 9""",225 lbs,JR,"Kansas City, KS"
3,Johnny Juzang,G,"6' 6""",210 lbs,SO,"Tarzana, CA"
4,Jaime Jaquez Jr.,G,"6' 6""",220 lbs,SO,"Camarillo, CA"
5,Chris Smith,G,"6' 9""",215 lbs,SR,"Chicago, IL"
10,Tyger Campbell,G,"5' 11""",180 lbs,SO,"Cedar Rapids, IA"
12,Mac Etienne,F,"6' 9""",220 lbs,FR,"Middletown, NY"
13,Jake Kyman,G,"6' 6""",220 lbs,SO,"Aliso Viejo, CA"
14,Kenneth Nwuba,F,"6' 9""",255 lbs,SO,"Lagos, Nigeria"
23,Logan Cremonesi,F,"6' 7""",210 lbs,FR,"Oceanside, CA"
24,Jalen Hill,F,"6' 10""",245 lbs,JR,"Corona, CA"
34,David Singleton,G,"6' 4""",210 lbs,JR,"Los Angeles, CA"
43,Russell Stong,G,"6' 3""",190 lbs,JR,"Northridge, CA"
