number,name,position,height,weight,class,hometown,player_image
0,Drake Jeffries,G,"6' 5""",185 lbs,JR,"Mattoon, IL",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4703397.png
1,Marcus Williams,G,"6' 2""",180 lbs,FR,"Dickinson, TX",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4703400.png
2,Drew LaMont,F,"6' 8""",225 lbs,JR,"Plantation, FL",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4280031.png
3,Kwane Marble II,G,"6' 6""",195 lbs,SO,"Denver, CO",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4593129.png
10,Hunter Thompson,F,"6' 10""",235 lbs,JR,"Pine Bluffs, WY",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4280268.png
11,Eoin Nelson,F,"6' 10""",225 lbs,SO,"Dublin, Ireland",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4703398.png
20,Terrin Dickey,F,"6' 7""",185 lbs,FR,"Albuquerque, NM",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4711758.png
22,Kenny Foster,G,"6' 5""",190 lbs,SO,"Aurora, CO",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4432984.png
24,Hunter Maldonado,G,"6' 7""",200 lbs,JR,"Colorado Springs, CO",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4280267.png
25,Jeremiah Oden,F,"6' 8""",180 lbs,FR,"Chicago, IL",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4703399.png
30,Brendan Wenzel,G,"6' 7""",212 lbs,FR,"San Antonio, TX",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4433110.png
33,Graham Ike,F,"6' 9""",245 lbs,FR,"Aurora, CO",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4703396.png
53,Xavier DuSell,G,"6' 4""",190 lbs,--,"Scottsdale, AZ",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4703394.png
55,John Grigsby,F,"6' 9""",215 lbs,FR,"Louisville, CO",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4703395.png
