number,name,position,height,weight,class,hometown,player_image
0,Trey Robinson,G,"6' 6""",200 lbs,FR,"Hamilton, OH",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4702713.png
1,Adham Eleeda,F,"6' 5""",205 lbs,SR,"Toronto, ON",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4593304.png
2,Paul Djoko,G,"6' 4""",200 lbs,JR,"Strasbourg, France",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4279251.png
3,Marques Warrick,G,"6' 2""",170 lbs,FR,"Lexington, KY",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4702714.png
4,Adrian Nelson,F,"6' 7""",220 lbs,JR,"Pickerington, OH",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4397772.png
5,Darius Harding,G,"6' 4""",215 lbs,JR,"Elizabethtown, KY",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4702715.png
10,John Harge,F,"6' 8""",220 lbs,FR,"Aurora, CO",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4593306.png
11,Bryson Langdon,G,"5' 9""",170 lbs,JR,"Chicago, IL",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4593305.png
12,Trevon Faulkner,G,"6' 3""",190 lbs,JR,"Harrodsburg, KY",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4397774.png
13,David B̦hm,F,"6' 9""",220 lbs,FR,"Prague, Czech Republic",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4702716.png
24,Jake Evans,G,"6' 1""",170 lbs,FR,"Louisville, KY",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4702717.png
42,Noah Hupmann,C,"7' 1""",205 lbs,FR,"Union, KY",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4702718.png
44,David Wassler,F,"6' 10""",225 lbs,JR,"Cincinnati, OH",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4397777.png
52,Carlos Hines,G,"6' 4""",185 lbs,JR,"Chicago, IL",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4278641.png
