number,name,position,height,weight,class,hometown,player_image
0,Joey Madimba,G,"6' 5""",210 lbs,FR,"Mansfield, TX",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4705371.png
1,Montre' Gipson,G,"5' 11""",200 lbs,JR,"Desoto, TX",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4705372.png
2,Freddy Hicks,G,"6' 6""",210 lbs,FR,"Searcy, AR",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4705373.png
3,Konstantin Dotsenko,F,"6' 7""",210 lbs,SO,"Vorkuta, Russia",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4609394.png
4,Tahj Small,G,"6' 5""",195 lbs,JR,"Durham, NC",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4593929.png
5,Sam Sparks,G,"6' 2""",185 lbs,FR,"Santa Fe, NM",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4705374.png
10,Caleb Golden,G,"6' 4""",190 lbs,FR,"Austin, TX",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4705375.png
12,Cadarius Baggett,G,"6' 1""",180 lbs,SO,"Altheimer, AR",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4705376.png
13,Shakur Daniel,G,"6' 6""",185 lbs,JR,"Toronto, ON",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4397704.png
14,Javontae Hopkins,G,"6' 0""",165 lbs,SO,"Houston, TX",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4705377.png
20,Caleb Starks,G,"6' 3""",190 lbs,JR,"Lafayette, LA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4278311.png
22,Tanner Ford,G,"6' 2""",165 lbs,FR,"Palo Pinto, TX",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4705378.png
24,Isaiah Range,G,"6' 3""",215 lbs,SO,"Cedar Hill, TX",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4705379.png
25,Shamir Bogues,G,"6' 4""",190 lbs,FR,"Killeen, TX",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4705380.png
30,Roman Garcia,G,"5' 10""",165 lbs,FR,"El Paso, TX",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4705381.png
34,Heri Ngalamulume,F,"6' 9""",230 lbs,JR,"Kinshasa, Congo",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4705383.png
35,Jonathan Jackson Jr.,F,"6' 6""",230 lbs,SR,"Fort Worth, TX",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4594106.png
