number,name,position,height,weight,class,hometown,player_image
0,K.D. Johnson,G,"6' 1""",190 lbs,FR,"Atlanta, GA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4432363.png
1,Jaykwon Walton,F,"6' 7""",205 lbs,SO,"Columbus, GA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4431713.png
2,Sahvir Wheeler,G,"5' 10""",180 lbs,SO,"Houston, TX",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4431725.png
3,Christian Brown,F,"6' 6""",215 lbs,SO,"Hopkins, SC",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4431709.png
4,Andrew Garcia,F,"6' 6""",225 lbs,SR,"Bergenfield, NJ",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4066768.png
5,Justin Kier,G,"6' 4""",190 lbs,SR,"Grottoes, VA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4066863.png
10,Toumani Camara,F,"6' 8""",220 lbs,SO,"Brussels, Belgium",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4431736.png
11,Jaxon Etter,G,"6' 4""",200 lbs,SO,"Woodstock, GA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4594269.png
12,Josh Taylor,F,"6' 9""",215 lbs,FR,"Atlanta, GA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4702889.png
13,Jonathan Ned,F,"6' 8""",215 lbs,JR,"Brentwood, CA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4702887.png
14,Tye Fagan,G,"6' 3""",195 lbs,JR,"Logtown, GA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4395719.png
23,Mikal Starks,G,"6' 0""",185 lbs,JR,"Miami, FL",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4702888.png
24,P.J. Horne,F,"6' 6""",230 lbs,SR,"Tifton, GA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4278040.png
25,Tyron McMillan,F,"6' 9""",220 lbs,SO,"New Orleans, LA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4702886.png
