number,name,position,height,weight,class,hometown,player_image
0,Keondre Kennedy,G,"6' 6""",180 lbs,JR,"Atlanta, GA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4592938.png
1,L.J. Owens,G,"6' 3""",165 lbs,JR,"Annapolis, MD",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4598013.png
2,Darnell Rogers,G,"5' 2""",150 lbs,SR,"Baltimore, MD",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4278386.png
10,Szymon Wojcik,F,"6' 9""",220 lbs,JR,"Wroclaw, Poland",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4397468.png
11,R.J. Eytle-Rock,G,"6' 3""",225 lbs,JR,"London, England",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4396591.png
12,Brandon Horvath,F,"6' 10""",210 lbs,SR,"West River, MD",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4279162.png
15,Sam Grace,G,"5' 10""",200 lbs,SO,"Baltimore, MD",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4701169.png
22,Thomas Reid,G,"6' 2""",155 lbs,FR,"Toronto, OH",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4701170.png
23,Rico Quinton,C,"6' 10""",240 lbs,JR,"Dyersburg, TN",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4396619.png
24,Brendan Davis,G,"6' 0""",160 lbs,FR,"Annapolis, MD",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4701171.png
25,Nathan Johnson,F,"6' 7""",205 lbs,SO,"Adel, IA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4592939.png
30,Daniel Akin,F,"6' 9""",220 lbs,SR,"London, England",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4279163.png
32,Dimitrije Spasojevic,F,"6' 8""",240 lbs,SR,"Vrsac, Serbia",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4396620.png
34,Matteo Picarelli,G,"6' 2""",180 lbs,FR,"Milan, Italy",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4701172.png
41,Jacob Boonyasith,G,"6' 3""",215 lbs,JR,"Grand Rapids, MI",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4397587.png
