number,name,position,height,weight,class,hometown,player_image
0,Lavar Batts Jr.,G,"6' 3""",185 lbs,JR,"Concord, NC",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4278006.png
1,Jamon Battle,G,"6' 5""",210 lbs,SO,"Richmond, VA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4592754.png
2,LJ Thorpe,G,"6' 5""",215 lbs,JR,"West Palm Beach, FL",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4279050.png
3,Tajion Jones,G,"6' 5""",190 lbs,JR,"Oak Ridge, TN",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4279052.png
4,Raquan Brown,G,"6' 3""",205 lbs,SO,"Charlotte, NC",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4432948.png
5,Trent Stephney,G,"6' 2""",160 lbs,SO,"Knoxville, TN",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4592753.png
10,Evan Clayborne,F,"6' 6""",228 lbs,SR,"Dayton, OH",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4067415.png
11,BJ Marable,C,"6' 9""",220 lbs,FR,"Knoxville, TN",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4702141.png
13,Chase Forte,G,"6' 3""",185 lbs,--,--,https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4706918.png
14,Luke Lawson,F,"6' 7""",180 lbs,JR,"Coeburn, VA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4397801.png
20,DeVon Baker,G,"6' 2""",190 lbs,JR,"Dayton, OH",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4397802.png
22,Coty Jude,F,"6' 9""",190 lbs,JR,"Fort Gay, WV",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4397803.png
23,BJ McLaurin,F,"6' 7""",225 lbs,SO,"Fayetteville, NC",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4702143.png
24,AJ McBride,G,"6' 1""",190 lbs,SO,"Houston, TX",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4432039.png
30,Deacon Heath,G,"6' 0""",170 lbs,JR,"Banner Elk, NC",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4397804.png
55,Silas Mason,F,"6' 7""",180 lbs,FR,"Greensboro, NC",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4702142.png
