number,name,position,height,weight,class,hometown,player_image
0,David Nickelberry,G,"6' 7""",200 lbs,SR,"Orlando, FL",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4278288.png
1,LaQuill Hardnett,F,"6' 8""",200 lbs,SO,"Philadelphia, PA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4396610.png
2,Keishawn Brewton,G,"6' 2""",178 lbs,SR,"Spartanburg, SC",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4593881.png
2,Chanse Robinson,G,"6' 1""",169 lbs,FR,"Grambling, LA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4433101.png
3,Jayvon Graves,G,"6' 3""",200 lbs,SR,"Malvern, OH",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4279325.png
4,Malik Zachery,G,"6' 2""",175 lbs,SO,"Syracuse, NY",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4703566.png
5,Savion Gallion,G,"6' 4""",185 lbs,SO,"Washington, DC",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4593408.png
10,Ronaldo Segu,G,"6' 0""",160 lbs,JR,"Orlando, FL",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4397820.png
11,Jeenathan Williams,F,"6' 5""",206 lbs,JR,"Rochester, NY",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4397821.png
21,Dominic Johnson,F,"6' 5""",220 lbs,SR,"Windsor, ON",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4290560.png
22,Lucas Saleh,F,"6' 6""",206 lbs,SO,"Tiburon, CA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4703567.png
23,Jamon Bivens,G,"6' 3""",188 lbs,SR,"Atlanta, GA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4397822.png
24,Tra'Von Fagan,F,"6' 8""",208 lbs,JR,"Waterloo, IA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4397823.png
33,Maceo Jack,G,"6' 5""",190 lbs,SR,"Buffalo, NY",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4278495.png
34,Josh Mballa,F,"6' 7""",220 lbs,JR,"Bordeaux, France",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4397084.png
41,Brock Bertram,C,"6' 11""",242 lbs,SR,"Apple Valley, MN",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4067374.png
42,David Skogman,C,"6' 10""",223 lbs,FR,"Waukesha, WI",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4593409.png
