number,name,position,height,weight,class,hometown
1,Mark Carbone,G,"6' 2""",190 lbs,SR,"Wethersfield, CT"
2,Tyree Campbell,G,"6' 5""",185 lbs,FR,"Etiwanda, CA"
3,Jermaine Miranda,G,"6' 3""",200 lbs,SO,"Juncos, Puerto Rico"
4,Elijah Thomas,G,"6' 5""",220 lbs,SR,"Peoria, AZ"
5,Reed Nottage,G,"6' 6""",215 lbs,SO,"Sydney, NSW"
10,Jordan Caruso,G,"6' 3""",185 lbs,SO,"New York, NY"
11,Tre Armstrong,G,"6' 5""",210 lbs,SO,"Burnie, TAS"
12,Gorjok Gak,C,"6' 11""",235 lbs,SR,"Sydney, NSW"
13,Freddie Dybala,G,"6' 3""",190 lbs,FR,"Corona, CA"
14,Tobin Kund,G,"6' 1""",185 lbs,JR,"Riverside, CA"
15,Suraj Gahir,G,"6' 5""",185 lbs,--,"North Delta, BC"
21,Malik Wade,F,"6' 8""",235 lbs,FR,"Espirito Santo Do Pinhal, Brazil"
25,Ty Rowell,G,"6' 2""",190 lbs,JR,"Langley, BC"
32,Juhlawnei Stone,F,"6' 7""",230 lbs,FR,"Mesa, AZ"
34,Russell Barlow,C,"6' 10""",240 lbs,JR,"Dallas, TX"
35,Te'Jon Sawyer,F,"6' 8""",270 lbs,FR,"Richmond, CA"
