number,name,position,height,weight,class,hometown,player_image
0,SK Shittu,F,"6' 9""",215 lbs,JR,"Rogers, AR",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4278264.png
1,Rylan Bergersen,G,"6' 6""",205 lbs,SR,"Boise, ID",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4280143.png
2,Lewis McDaniel,G,"6' 3""",180 lbs,SO,"Nashville, TN",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4596535.png
3,Suazell Farmer,G,"6' 0""",164 lbs,FR,"West Helena, AR",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4703604.png
4,Khaleem Bennett,G,"6' 4""",200 lbs,SO,"Hamilton, ON",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4397985.png
5,Masai Olowokere,G,"6' 5""",190 lbs,SO,"Brooklyn, NY",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4596536.png
10,Kragen Bradley,G,"6' 2""",155 lbs,FR,"Clinton, AR",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4703605.png
12,Trey South,G,"6' 3""",170 lbs,FR,"Spring, TX",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4703606.png
13,Eddy Kayouloud,G,"6' 7""",220 lbs,JR,"Paris, France",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4397987.png
14,Collin Cooper,G,"6' 2""",185 lbs,SO,"Fayetteville, AR",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4431932.png
20,Brendan Simmons,G,"6' 2""",192 lbs,FR,"El Dorado, AR",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4703607.png
21,Jonas Munson,C,"7' 0""",220 lbs,FR,"Alexandria, VA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4433053.png
23,Samson George,F,"6' 7""",220 lbs,SR,"Minna, Nigeria",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4278021.png
24,Jared Chatham,F,"6' 8""",185 lbs,SR,"Los Angeles, CA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4067640.png
32,Churchill Bounds,C,"6' 10""",260 lbs,FR,"Cumberland, MD",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4703608.png
34,Jaxson Baker,G,"6' 7""",200 lbs,SO,"Phoenix, AZ",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4397988.png
55,DeAndre Jones,G,"5' 11""",160 lbs,SR,"Boise, ID",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4278267.png
