number,name,position,height,weight,class,hometown,player_image
0,Charlie Yoder,G,"6' 4""",185 lbs,FR,--,https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4712412.png
1,Bradley Akhile,F,"6' 7""",200 lbs,JR,"Houston, TX",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4703619.png
2,Keaston Willis,G,"6' 3""",180 lbs,SO,"Sulphur Springs, TX",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4593756.png
3,Drew Lutz,G,"6' 1""",165 lbs,SO,"Granger, IN",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4593757.png
4,Derek Van Vlerah,G,"6' 6""",175 lbs,SO,"Dublin, OH",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4593758.png
5,Brandon Swaby,G,"6' 3""",170 lbs,SO,"Fort Lauderdale, FL",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4398037.png
10,Cody Graham,G,"5' 10""",165 lbs,SR,"Fresno, TX",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4278276.png
12,Dakota Reber,F,"6' 6""",185 lbs,FR,"Milwaukie, OR",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4703620.png
13,Josh Morgan,G,"6' 3""",205 lbs,FR,"Brampton, ON",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4703621.png
14,Logan Bracamonte,F,"6' 5""",190 lbs,FR,"Honolulu, HI",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4703622.png
15,Marcus Larsson,F,"6' 11""",207 lbs,SO,"Oslo, Norway",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4593760.png
21,Thomas Zevgaras,F,"6' 9""",214 lbs,FR,"Kardista, Greece",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4703623.png
23,Godsgift Ezedinma,F,"6' 7""",200 lbs,FR,"Enugu, Nigeria",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4703624.png
24,Bryce Davis,F,"6' 7""",215 lbs,JR,"Glendale, AZ",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4398036.png
25,Des Balentine,G,"6' 0""",178 lbs,SR,"Kokomo, IN",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4398033.png
33,Kenyon Holcombe,F,"6' 7""",--,FR,"Houston, TX",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4703625.png
43,Jacob Harvey,F,"6' 9""",--,FR,"Somerset, TX",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4703626.png
