number,name,position,height,weight,class,hometown,player_image
0,Clark Slajchert,G,"6' 1""",170 lbs,FR,"Thousand Oaks, CA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4702954.png
1,Colin Chambers,G,"6' 0""",180 lbs,FR,"Malvern, PA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4702955.png
2,Jonah Charles,G,"6' 4""",180 lbs,SO,"Roselle, NJ",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4593350.png
3,Jordan Dingle,G,"6' 3""",200 lbs,SO,"Valley Stream, NY",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4593351.png
4,Max Lorca-Lloyd,C,"6' 9""",210 lbs,SO,"Melbourne, FL",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4431800.png
5,Jelani Williams,G,"6' 5""",195 lbs,SR,"Washington, DC",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4279561.png
10,Alex Imegwu,G,"6' 6""",205 lbs,JR,"Short Hills, NJ",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4397981.png
11,Michael Moshkovitz,F,"6' 7""",220 lbs,SO,"Jerusalem, Israel",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4702956.png
13,Eddie Scott,G,"6' 6""",200 lbs,SR,"Bowie, MD",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4279560.png
14,Max Martz,F,"6' 6""",210 lbs,SO,"Upper Arlington, OH",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4593353.png
15,Andrew Laczkowski,G,"6' 6""",185 lbs,FR,"Dallas, TX",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4702957.png
20,Matteus Case,G,"6' 5""",190 lbs,FR,"Toronto, CA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4702958.png
21,Bryce Washington,G,"6' 4""",180 lbs,JR,"Southfield, MI",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4397982.png
22,Lucas Monroe,G,"6' 6""",200 lbs,SO,"Huntingdon Valley, PA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4593352.png
23,Michael Wang,F,"6' 10""",220 lbs,JR,"Tai Yuan, China",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4397983.png
24,Jarrod Simmons,F,"6' 8""",220 lbs,SR,"Crescent, PA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4279562.png
34,Griffin Ryan,G,"6' 5""",215 lbs,JR,"Winnetka, IL",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4397984.png
35,Mark Jackson,C,"7' 3""",260 lbs,SR,"Salt Lake City, UT",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4279563.png
