number,name,position,height,weight,class,hometown,player_image
0,Kawanise Wilkins,F,"6' 5""",230 lbs,JR,"Chicago, IL",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4397908.png
1,Chase Barrs,F,"6' 9""",185 lbs,SO,"Tampa, FL",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4432939.png
2,Adrian Martin,G,"6' 3""",175 lbs,JR,"Sugar Hill, GA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4397906.png
3,B. Artis White,G,"6' 0""",150 lbs,SO,"Canton, MI",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4432137.png
4,Daylan Hamilton,G,"6' 3""",--,FR,"Houston, TX",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4703543.png
10,Luke Toliver,G,"6' 3""",190 lbs,JR,"Paw Paw, MI",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4397907.png
11,Rafael Cruz Jr.,G,"6' 1""",185 lbs,SR,"Chicago, IL",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4593453.png
12,Josiah Freeman,G,"6' 4""",--,FR,"Manassas Park, VA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4703544.png
15,Patrick Emilien,F,"6' 6""",205 lbs,JR,"Toronto, ON",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4397909.png
20,William Boyer-Richard,G,"6' 1""",190 lbs,JR,"Drummondville, PQ",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4397910.png
22,Titus Wright,C,"6' 8""",250 lbs,SO,"Thomasville, GA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4593454.png
23,Greg Lee,F,"6' 9""",210 lbs,SR,"Rockford, IL",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4066811.png
24,Jaylon Holmes,G,"6' 5""",--,SO,"Gary, IN",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4703545.png
30,Jason Whitens,G,"6' 4""",185 lbs,JR,"Powers, MI",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4279457.png
34,Danny Kolp,F,"6' 8""",210 lbs,JR,"Petoskey, MI",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4703546.png
