number,name,position,height,weight,class,hometown,player_image
0,Sean Miller-Moore,G,"6' 4""",200 lbs,SR,"Toronto, ON",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4592413.png
1,Dima Zdor,F,"6' 10""",215 lbs,JR,"Yalta, Ukraine",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4397390.png
2,Chance McMillian,G,"6' 2""",170 lbs,FR,"Vallejo, CA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4702027.png
3,Mikey Dixon,G,"6' 2""",165 lbs,SR,"New Castle, DE",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4070682.png
4,Oscar Frayer,F,"6' 6""",195 lbs,SR,"Oakland, CA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4067332.png
10,Jovan Blacksher Jr.,G,"5' 11""",155 lbs,SO,"Oakland, CA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4431826.png
11,Rashad Smith,G,"6' 5""",190 lbs,JR,"Chandler, AZ",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4702028.png
15,Raef Gerdes,F,"6' 7""",180 lbs,JR,"Lee's Summit, MO",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4398426.png
21,Liam Lloyd,G,"6' 5""",190 lbs,FR,"Spokane, WA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4702029.png
22,Jayden Stone,G,"6' 4""",180 lbs,FR,"Perth, WA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4432196.png
24,Bryce Okpoh,F,"6' 6""",190 lbs,SO,"The Colony, TX",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4593811.png
25,Alessandro Lever,C,"6' 10""",235 lbs,SR,"Bolzano, Italy",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4280173.png
30,Gabe McGlothan,F,"6' 7""",220 lbs,SO,"Gilbert, AZ",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4398356.png
31,Ethan Spry,F,"6' 7""",200 lbs,SO,"Phoenix, AZ",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4432114.png
33,Asbjorn Midtgaard,C,"7' 0""",270 lbs,SR,"Helsingor, Denmark",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4278485.png
