number,name,position,height,weight,class,hometown,player_image
0,Jamir Watkins,F,"6' 7""",210 lbs,FR,"Trenton, NJ",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4606840.png
1,Adrian Baldwin Jr.,G,"6' 0""",170 lbs,FR,"Baltimore, MD",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4433182.png
2,Mikeal Brown-Jones,F,"6' 8""",210 lbs,FR,"Philadelphia, PA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4433224.png
5,Nah'Shon Hyland,G,"6' 3""",165 lbs,SO,"Wilmington, DE",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4592492.png
10,Vince Williams Jr.,F,"6' 6""",210 lbs,JR,"Toledo, OH",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4397227.png
11,KeShawn Curry,G,"6' 4""",185 lbs,JR,"Jacksonville, FL",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4397228.png
12,Jimmy Clark III,G,"6' 3""",175 lbs,SO,"Covington, GA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4592493.png
13,Corey Douglas Jr.,F,"6' 8""",220 lbs,SR,"Louisville, KY",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4067052.png
15,Arnold Henderson VI,G,"5' 10""",175 lbs,SO,"Mechanicsville, VA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4592494.png
20,Hason Ward,F,"6' 9""",200 lbs,SO,"Bridgetown, Barbados",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4592495.png
21,Jarren McAllister,G,"6' 4""",200 lbs,SO,"Wake Forest, NC",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4431813.png
33,Josh Banks,G,"6' 5""",185 lbs,FR,"Charlotte, NC",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4432402.png
34,Levi Stockard III,F,"6' 8""",240 lbs,SR,"St. Louis, MO",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4277897.png
35,Brendan Medley-Bacon,C,"7' 1""",245 lbs,JR,"Baltimore, MD",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4398113.png
