number,name,position,height,weight,class,hometown,player_image
0,Frankie Policelli,F,"6' 7""",215 lbs,SO,"New Hartford, NY",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4396789.png
1,Juwan White,G,"6' 2""",185 lbs,JR,"Dacula, GA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4701161.png
2,Mouhamadou Gueye,F,"6' 9""",210 lbs,SR,"Staten Island, NY",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4592933.png
3,Leighton Elliott-Sewell,F,"6' 6""",187 lbs,JR,"Derby, England",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4701162.png
4,Tykei Greene,G,"6' 4""",205 lbs,JR,"Queens, NY",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4398108.png
5,Juan Felix Rodriguez,G,"6' 0""",190 lbs,JR,"Lawrence, MA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4701163.png
10,Jordan McKenzie,G,"6' 1""",190 lbs,SR,"Concord, NC",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4278242.png
11,Mohamed Diallo,F,"6' 6""",210 lbs,JR,"Harlem, NY",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4701164.png
13,Omar Habwe,G,"6' 6""",225 lbs,SR,"Lexington, VA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4279868.png
14,Tyler Stephenson-Moore,G,"6' 3""",186 lbs,SO,"Jamaica, NY",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4592935.png
15,Tavin Pierre Philippe,G,"6' 3""",187 lbs,SO,"Freeport, NY",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4592936.png
21,Alex Christie,C,"7' 0""",280 lbs,JR,"Oakville, ON",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4396587.png
23,Jaden Sayles,F,"6' 9""",235 lbs,SR,"Cincinnati, OH",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4279310.png
24,Lenny Kadisha,G,"6' 4""",238 lbs,SR,"Corona, NY",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4592937.png
