number,name,position,height,weight,class,hometown
0,Liam Robbins,C,"7' 0""",235 lbs,JR,"Davenport, IA"
1,Tre' Williams,G,"6' 5""",195 lbs,SO,"Dallas, TX"
2,Martice Mitchell,F,"6' 10""",190 lbs,FR,"Chicago, IL"
4,Jamal Mashburn Jr.,G,"6' 2""",175 lbs,FR,"Miami, FL"
5,Marcus Carr,G,"6' 2""",195 lbs,JR,"Toronto, ON"
11,Both Gach,G,"6' 6""",185 lbs,JR,"Austin, MN"
13,Hunt Conroy,G,"5' 10""",165 lbs,SR,"New Orleans, LA"
21,Jarvis Omersa,F,"6' 6""",235 lbs,JR,"Orono, MN"
22,Gabe Kalscheur,G,"6' 4""",200 lbs,JR,"Edina, MN"
23,Brandon Johnson,F,"6' 8""",220 lbs,SR,"Chicago, IL"
24,Eric Curry,F,"6' 9""",240 lbs,SR,"Memphis, TN"
32,Sam Freeman,C,"6' 10""",240 lbs,SO,"Dallas, TX"
35,Isaiah Ihnen,F,"6' 9""",210 lbs,SO,"Boeblingen, Germany"
