number,name,position,height,weight,class,hometown
0,Jalen Harris,G,"6' 1""",180 lbs,JR,"Los Angeles, CA"
1,Christian McCray,G,"6' 6""",170 lbs,JR,"Plantation, FL"
2,Tray Maddox Jr.,G,"6' 6""",200 lbs,JR,"Novi, MI"
3,Latrell Wrightsell Jr.,G,"6' 3""",189 lbs,FR,"Omaha, NE"
5,Landis Spivey,G,"6' 5""",170 lbs,JR,"Stockton, CA"
10,Jalon Andrews,F,"6' 8""",220 lbs,JR,"Magnolia, MS"
11,Wayne Arnold,G,"6' 4""",170 lbs,JR,"Los Angeles, CA"
12,Raul Torres,G,"6' 1""",180 lbs,SO,"Santa Ana, CA"
13,Vincent Lee,F,"6' 8""",230 lbs,SO,"Midlothian, TX"
15,Doctor Bradley,F,"6' 7""",185 lbs,FR,"Gardena, CA"
21,Dante Maddox Jr.,G,"6' 2""",195 lbs,FR,"Chicago Heights, IL"
23,Tory San Antonio,G,"6' 3""",165 lbs,SO,"Moreno Valley, CA"
33,Josh Hall,F,"6' 7""",213 lbs,SR,"Houston, TX"
34,Johnny Wang,F,"6' 9""",240 lbs,SR,"Beijing, China"
35,Cameron Carter,G,"6' 2""",180 lbs,SO,"Reno, NV"
